"GEO_ID","NAME","B08303_001E","B08303_001M","B08303_002E","B08303_002M","B08303_003E","B08303_003M","B08303_004E","B08303_004M","B08303_005E","B08303_005M","B08303_006E","B08303_006M","B08303_007E","B08303_007M","B08303_008E","B08303_008M","B08303_009E","B08303_009M","B08303_010E","B08303_010M","B08303_011E","B08303_011M","B08303_012E","B08303_012M","B08303_013E","B08303_013M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Less than 5 minutes","Margin of Error!!Total:!!Less than 5 minutes","Estimate!!Total:!!5 to 9 minutes","Margin of Error!!Total:!!5 to 9 minutes","Estimate!!Total:!!10 to 14 minutes","Margin of Error!!Total:!!10 to 14 minutes","Estimate!!Total:!!15 to 19 minutes","Margin of Error!!Total:!!15 to 19 minutes","Estimate!!Total:!!20 to 24 minutes","Margin of Error!!Total:!!20 to 24 minutes","Estimate!!Total:!!25 to 29 minutes","Margin of Error!!Total:!!25 to 29 minutes","Estimate!!Total:!!30 to 34 minutes","Margin of Error!!Total:!!30 to 34 minutes","Estimate!!Total:!!35 to 39 minutes","Margin of Error!!Total:!!35 to 39 minutes","Estimate!!Total:!!40 to 44 minutes","Margin of Error!!Total:!!40 to 44 minutes","Estimate!!Total:!!45 to 59 minutes","Margin of Error!!Total:!!45 to 59 minutes","Estimate!!Total:!!60 to 89 minutes","Margin of Error!!Total:!!60 to 89 minutes","Estimate!!Total:!!90 or more minutes","Margin of Error!!Total:!!90 or more minutes",
"1500000US250250712012","Block Group 2; Census Tract 712.01; Suffolk County; Massachusetts","308","161","18","36","12","33","15","23","14","19","79","83","32","33","38","33","8","13","29","28","22","26","22","27","19","36",
"1500000US250250712013","Block Group 3; Census Tract 712.01; Suffolk County; Massachusetts","130","73","0","14","0","14","0","14","12","21","47","43","0","14","52","45","0","14","0","14","9","15","0","14","10","17",
"1500000US250250712014","Block Group 4; Census Tract 712.01; Suffolk County; Massachusetts","412","188","22","34","0","14","27","42","0","14","65","62","19","32","181","119","13","42","0","14","21","33","32","40","32","37",
"1500000US250250801001","Block Group 1; Census Tract 801; Suffolk County; Massachusetts","444","203","18","27","22","21","41","35","40","36","49","43","16","19","165","96","9","14","38","33","38","104","8","12","0","14",
"1500000US250250801002","Block Group 2; Census Tract 801; Suffolk County; Massachusetts","281","176","10","17","12","18","33","27","6","16","59","57","12","17","60","78","0","14","7","14","70","54","12","19","0","14",
"1500000US250250803001","Block Group 1; Census Tract 803; Suffolk County; Massachusetts","227","153","0","14","36","52","9","14","7","12","10","15","0","14","92","59","0","14","3","10","0","14","70","111","0","14",
"1500000US250250803002","Block Group 2; Census Tract 803; Suffolk County; Massachusetts","566","202","17","26","0","14","8","12","104","67","42","40","23","36","209","132","40","59","9","15","23","27","91","87","0","14",
"1500000US250250804011","Block Group 1; Census Tract 804.01; Suffolk County; Massachusetts","537","240","0","14","27","31","51","54","157","142","161","116","0","14","50","42","0","14","17","26","40","36","30","29","4","16",
"1500000US250250804012","Block Group 2; Census Tract 804.01; Suffolk County; Massachusetts","665","189","41","61","3","12","28","40","85","66","77","55","28","32","230","138","0","14","96","74","40","40","0","14","37","53",
"1500000US250250805001","Block Group 1; Census Tract 805; Suffolk County; Massachusetts","355","142","0","14","28","31","50","44","41","38","37","35","24","31","59","47","21","24","38","36","55","78","2","6","0","14",
"1500000US250250805002","Block Group 2; Census Tract 805; Suffolk County; Massachusetts","837","273","14","22","60","63","127","105","50","47","74","63","90","58","116","76","124","198","21","30","21","23","114","78","26","45",
"1500000US250250806011","Block Group 1; Census Tract 806.01; Suffolk County; Massachusetts","1094","201","87","67","230","94","135","60","138","92","79","53","83","80","183","107","20","27","26","20","53","48","60","47","0","14",
"1500000US250250806012","Block Group 2; Census Tract 806.01; Suffolk County; Massachusetts","73","70","0","14","0","14","0","14","36","45","0","14","9","15","19","27","0","14","9","15","0","14","0","14","0","14",
"1500000US250250806013","Block Group 3; Census Tract 806.01; Suffolk County; Massachusetts","58","49","0","14","0","14","5","9","0","14","32","44","6","9","6","9","5","8","4","8","0","14","0","14","0","14",
"1500000US250250808011","Block Group 1; Census Tract 808.01; Suffolk County; Massachusetts","1001","493","102","73","168","53","53","42","183","182","139","142","0","14","176","120","110","137","7","14","24","27","15","17","24","31",
"1500000US250250808012","Block Group 2; Census Tract 808.01; Suffolk County; Massachusetts","592","216","0","14","0","14","63","57","44","50","75","61","47","67","106","70","21","31","15","24","159","170","62","66","0","14",
"1500000US250250809001","Block Group 1; Census Tract 809; Suffolk County; Massachusetts","692","176","0","14","12","19","79","51","151","113","105","80","8","13","120","88","33","30","0","14","99","61","85","84","0","14",
"1500000US250250809002","Block Group 2; Census Tract 809; Suffolk County; Massachusetts","784","295","6","9","7","13","45","51","146","107","86","72","147","131","215","165","18","20","0","14","64","44","50","52","0","14",
"1500000US250250809003","Block Group 3; Census Tract 809; Suffolk County; Massachusetts","229","113","0","14","11","17","85","65","33","36","19","17","39","31","3","6","15","23","0","14","24","24","0","14","0","14",
"1500000US250250810011","Block Group 1; Census Tract 810.01; Suffolk County; Massachusetts","259","176","0","14","0","14","21","34","27","35","51","51","26","32","95","101","0","14","12","24","0","14","27","39","0","14",
"1500000US250250810012","Block Group 2; Census Tract 810.01; Suffolk County; Massachusetts","892","331","32","39","60","55","114","137","218","146","148","101","9","14","72","69","86","115","27","43","66","69","60","56","0","14",
"1500000US250250810013","Block Group 3; Census Tract 810.01; Suffolk County; Massachusetts","248","146","0","14","7","13","0","14","30","33","14","27","17","20","77","67","8","12","44","60","34","37","17","24","0","14",
"1500000US250250810014","Block Group 4; Census Tract 810.01; Suffolk County; Massachusetts","500","153","58","64","124","73","68","70","55","67","24","29","0","14","87","77","0","14","0","14","39","36","45","56","0","14",
"1500000US250250810015","Block Group 5; Census Tract 810.01; Suffolk County; Massachusetts","112","68","0","14","64","79","22","41","0","14","0","14","18","32","8","14","0","14","0","14","0","14","0","14","0","14",
"1500000US250250811011","Block Group 1; Census Tract 811.01; Suffolk County; Massachusetts","235","111","0","14","16","24","35","41","0","14","0","14","31","46","34","40","0","14","0","14","119","110","0","14","0","14",
"1500000US250250811012","Block Group 2; Census Tract 811.01; Suffolk County; Massachusetts","498","140","6","12","32","34","0","14","264","136","18","21","7","13","66","57","23","39","19","29","50","56","13","22","0","14",
"1500000US250250811021","Block Group 1; Census Tract 811.02; Suffolk County; Massachusetts","727","301","16","26","20","32","60","43","169","93","141","105","82","83","73","61","0","14","8","10","150","91","2","5","6","13",
"1500000US250250811022","Block Group 2; Census Tract 811.02; Suffolk County; Massachusetts","839","424","0","14","62","74","59","56","195","153","196","211","45","46","146","98","0","14","55","49","33","34","15","23","33","50",
"1500000US250250812001","Block Group 1; Census Tract 812; Suffolk County; Massachusetts","543","181","0","14","29","31","0","14","105","67","106","61","51","37","57","47","43","33","33","30","77","49","42","36","0","14",
"1500000US250250812002","Block Group 2; Census Tract 812; Suffolk County; Massachusetts","711","227","0","14","30","37","114","91","57","66","58","55","19","31","193","104","0","14","0","14","174","116","23","34","43","50",
"1500000US250250812003","Block Group 3; Census Tract 812; Suffolk County; Massachusetts","178","134","0","14","0","14","43","36","12","19","11","16","0","14","64","77","0","14","0","14","0","14","48","69","0","14",
"1500000US250250813011","Block Group 1; Census Tract 813.01; Suffolk County; Massachusetts","131","125","0","14","8","14","13","25","30","50","0","14","0","14","15","29","0","14","56","62","9","24","0","14","0","14",
"1500000US250250813012","Block Group 2; Census Tract 813.01; Suffolk County; Massachusetts","675","244","0","14","63","70","25","42","142","119","188","195","0","14","196","177","7","12","11","17","14","25","29","28","0","14",
"1500000US250250813021","Block Group 1; Census Tract 813.02; Suffolk County; Massachusetts","411","302","0","14","0","14","21","35","20","34","114","152","0","14","105","102","0","14","70","95","23","39","58","81","0","14",
"1500000US250250813022","Block Group 2; Census Tract 813.02; Suffolk County; Massachusetts","420","220","0","14","15","24","0","14","0","14","43","65","22","39","154","137","22","35","53","73","23","29","5","9","83","112",
"1500000US250250814001","Block Group 1; Census Tract 814; Suffolk County; Massachusetts","222","117","0","14","43","78","61","55","0","14","15","18","6","9","47","50","0","14","0","14","33","36","17","26","0","14",
"1500000US250250814002","Block Group 2; Census Tract 814; Suffolk County; Massachusetts","466","169","8","12","24","24","46","37","48","43","31","31","33","31","150","93","0","14","86","75","31","33","9","12","0","14",
"1500000US250250814003","Block Group 3; Census Tract 814; Suffolk County; Massachusetts","622","218","0","14","13","21","111","69","34","32","72","94","41","41","191","121","49","36","30","48","65","47","16","31","0","14",
"1500000US250250814004","Block Group 4; Census Tract 814; Suffolk County; Massachusetts","211","123","0","14","0","14","6","12","18","26","61","41","10","16","28","28","18","30","15","19","13","16","42","50","0","14",
"1500000US250250815001","Block Group 1; Census Tract 815; Suffolk County; Massachusetts","520","146","0","14","44","49","68","78","86","53","65","42","44","37","42","31","39","27","0","14","33","33","99","67","0","14",
"1500000US250250815002","Block Group 2; Census Tract 815; Suffolk County; Massachusetts","595","185","0","14","25","32","19","33","99","56","62","62","7","11","135","74","47","31","39","39","124","92","38","42","0","14",
"1500000US250250817001","Block Group 1; Census Tract 817; Suffolk County; Massachusetts","183","96","0","14","36","35","27","33","63","47","0","14","0","14","46","36","0","14","11","19","0","14","0","14","0","14",
"1500000US250250817002","Block Group 2; Census Tract 817; Suffolk County; Massachusetts","225","149","39","58","18","27","8","12","18","27","22","35","13","22","58","65","0","14","0","14","31","48","18","25","0","14",
"1500000US250250817003","Block Group 3; Census Tract 817; Suffolk County; Massachusetts","278","166","0","14","20","30","15","26","87","74","0","14","0","14","60","64","0","14","0","14","26","36","70","72","0","14",
"1500000US250250817004","Block Group 4; Census Tract 817; Suffolk County; Massachusetts","567","261","0","14","0","14","0","14","8","19","45","48","65","77","180","167","67","74","29","49","59","73","108","108","6","14",
"1500000US250250817005","Block Group 5; Census Tract 817; Suffolk County; Massachusetts","172","124","0","14","0","14","17","28","18","27","90","98","0","14","0","14","0","14","9","21","12","18","26","35","0","14",
"1500000US250250818001","Block Group 1; Census Tract 818; Suffolk County; Massachusetts","503","232","0","14","0","14","73","98","10","30","96","102","22","34","132","127","11","21","44","42","28","32","87","57","0","14",
"1500000US250250818002","Block Group 2; Census Tract 818; Suffolk County; Massachusetts","527","295","29","45","53","60","103","92","0","14","120","129","131","152","20","30","0","14","0","14","45","47","15","26","11","22",
"1500000US250250818003","Block Group 3; Census Tract 818; Suffolk County; Massachusetts","366","177","0","14","11","19","13","20","25","29","26","25","0","14","104","77","0","14","49","50","70","54","68","58","0","14",
"1500000US250250819001","Block Group 1; Census Tract 819; Suffolk County; Massachusetts","456","204","0","14","0","14","45","56","13","19","56","85","25","33","151","94","0","14","28","45","115","99","12","17","11","19",
"1500000US250250819002","Block Group 2; Census Tract 819; Suffolk County; Massachusetts","596","590","0","14","0","14","0","14","106","140","49","80","26","29","31","50","0","14","63","67","13","22","301","447","7","11",
"1500000US250250819003","Block Group 3; Census Tract 819; Suffolk County; Massachusetts","468","235","0","14","0","14","9","13","12","17","130","108","0","14","44","48","0","14","60","61","115","95","92","135","6","16",
"1500000US250250819004","Block Group 4; Census Tract 819; Suffolk County; Massachusetts","294","162","0","14","0","14","14","23","21","25","19","31","1","3","125","99","0","14","3","6","74","82","37","51","0","14",
"1500000US250250820001","Block Group 1; Census Tract 820; Suffolk County; Massachusetts","1104","416","0","14","0","14","125","119","145","118","196","156","0","14","171","141","60","84","93","56","154","120","151","122","9","16",
"1500000US250250820002","Block Group 2; Census Tract 820; Suffolk County; Massachusetts","245","125","16","25","0","14","19","30","19","29","0","14","0","14","83","83","0","14","25","39","83","72","0","14","0","14",
"1500000US250250820003","Block Group 3; Census Tract 820; Suffolk County; Massachusetts","277","152","0","14","0","14","6","12","115","107","21","33","0","14","18","24","9","15","7","11","68","71","33","51","0","14",
"1500000US250250821001","Block Group 1; Census Tract 821; Suffolk County; Massachusetts","222","164","0","14","0","14","0","14","66","101","0","14","0","14","66","79","0","14","2","7","86","98","2","7","0","14",
"1500000US250250821002","Block Group 2; Census Tract 821; Suffolk County; Massachusetts","618","262","0","14","9","21","49","70","97","162","57","99","25","36","41","57","0","14","34","52","0","14","89","92","217","121",
"1500000US250250821003","Block Group 3; Census Tract 821; Suffolk County; Massachusetts","932","392","0","14","23","72","0","14","63","96","33","54","0","14","331","262","0","14","22","36","393","226","0","14","67","100",
"1500000US250250901001","Block Group 1; Census Tract 901; Suffolk County; Massachusetts","522","264","31","49","4","7","37","51","75","73","47","54","0","14","193","116","0","14","10","15","24","33","101","118","0","14",
"1500000US250250901002","Block Group 2; Census Tract 901; Suffolk County; Massachusetts","387","188","0","14","35","38","35","39","0","14","67","57","0","14","146","92","18","30","26","41","45","53","15","28","0","14",
"1500000US250250901003","Block Group 3; Census Tract 901; Suffolk County; Massachusetts","306","193","0","14","8","13","48","53","35","35","76","77","18","32","55","46","0","14","9","15","27","36","0","14","30","56",
"1500000US250250901004","Block Group 4; Census Tract 901; Suffolk County; Massachusetts","596","237","0","14","0","14","0","14","85","66","255","160","0","14","90","57","0","14","28","34","43","49","56","79","39","42",
"1500000US250250901005","Block Group 5; Census Tract 901; Suffolk County; Massachusetts","169","128","0","14","11","17","0","14","12","18","10","18","14","21","89","85","0","14","0","14","33","52","0","14","0","14",
"1500000US250250902001","Block Group 1; Census Tract 902; Suffolk County; Massachusetts","122","71","0","14","0","14","14","17","15","23","16","19","0","14","22","31","0","14","0","14","36","34","0","14","19","29",
"1500000US250250902002","Block Group 2; Census Tract 902; Suffolk County; Massachusetts","146","106","0","14","17","28","13","14","50","71","0","14","6","9","1","11","21","31","0","14","14","18","6","18","18","42",
"1500000US250250902003","Block Group 3; Census Tract 902; Suffolk County; Massachusetts","828","213","7","11","0","14","47","45","181","82","94","63","31","34","201","82","0","14","0","14","188","82","56","52","23","32",
"1500000US250250903001","Block Group 1; Census Tract 903; Suffolk County; Massachusetts","434","240","2","4","0","14","0","14","0","14","95","98","0","14","213","156","0","14","0","14","84","70","40","44","0","14",
"1500000US250250903002","Block Group 2; Census Tract 903; Suffolk County; Massachusetts","781","415","0","14","0","14","147","110","7","12","189","186","0","14","232","150","37","55","24","30","91","74","44","44","10","19",
"1500000US250250903003","Block Group 3; Census Tract 903; Suffolk County; Massachusetts","336","139","0","14","0","14","0","14","63","55","21","25","0","14","135","79","16","25","21","33","25","40","25","30","30","42",
"1500000US250250904001","Block Group 1; Census Tract 904; Suffolk County; Massachusetts","405","228","12","20","11","19","2","4","11","17","8","16","14","21","74","68","26","33","0","14","52","48","149","122","46","42",
"1500000US250250904002","Block Group 2; Census Tract 904; Suffolk County; Massachusetts","406","234","0","14","72","98","10","16","12","18","94","79","33","39","104","98","0","14","0","14","37","39","31","44","13","19",
"1500000US250250904003","Block Group 3; Census Tract 904; Suffolk County; Massachusetts","424","169","0","14","21","33","39","45","12","19","65","73","10","16","63","72","40","62","0","14","0","14","72","63","102","94",
"1500000US250250904004","Block Group 4; Census Tract 904; Suffolk County; Massachusetts","256","142","0","14","31","48","0","14","43","66","66","40","20","30","21","25","0","14","64","61","0","14","11","17","0","14",
"1500000US250250906001","Block Group 1; Census Tract 906; Suffolk County; Massachusetts","449","166","0","14","32","40","31","29","90","74","59","45","64","41","64","46","0","14","17","19","46","51","24","27","22","27",
"1500000US250250906002","Block Group 2; Census Tract 906; Suffolk County; Massachusetts","735","180","48","43","8","14","28","36","119","67","86","54","25","43","195","97","23","27","14","16","37","33","142","84","10","15",
"1500000US250250907001","Block Group 1; Census Tract 907; Suffolk County; Massachusetts","577","260","0","14","59","95","39","41","67","53","72","79","105","82","59","57","22","26","35","47","52","49","67","77","0","14",
"1500000US250250907002","Block Group 2; Census Tract 907; Suffolk County; Massachusetts","820","265","0","14","20","33","31","34","79","68","83","68","102","72","164","90","37","44","54","54","216","130","34","65","0","14",
"1500000US250250907003","Block Group 3; Census Tract 907; Suffolk County; Massachusetts","488","161","0","14","14","26","0","14","63","57","71","53","0","14","211","99","0","14","35","38","94","59","0","14","0","14",
"1500000US250250907004","Block Group 4; Census Tract 907; Suffolk County; Massachusetts","213","127","11","21","0","14","10","16","36","41","20","25","17","27","84","73","8","13","0","14","21","31","0","14","6","16",
"1500000US250250909011","Block Group 1; Census Tract 909.01; Suffolk County; Massachusetts","516","177","0","14","38","53","34","37","75","67","78","83","19","32","116","80","0","14","7","8","97","68","52","37","0","14",
"1500000US250250909012","Block Group 2; Census Tract 909.01; Suffolk County; Massachusetts","647","133","29","32","3","6","104","60","74","42","26","27","7","14","194","66","0","14","35","25","78","54","86","71","11","15",
"1500000US250250910011","Block Group 1; Census Tract 910.01; Suffolk County; Massachusetts","420","187","0","14","64","96","22","34","66","79","0","14","0","14","77","62","0","14","44","54","39","52","108","79","0","14",
"1500000US250250910012","Block Group 2; Census Tract 910.01; Suffolk County; Massachusetts","148","75","0","14","0","14","0","14","12","15","67","51","9","14","19","27","0","14","0","14","11","16","30","29","0","14",
"1500000US250250910013","Block Group 3; Census Tract 910.01; Suffolk County; Massachusetts","402","178","0","14","38","62","41","47","37","44","77","102","50","55","47","36","14","24","38","39","42","36","18","20","0","14",
"1500000US250250910014","Block Group 4; Census Tract 910.01; Suffolk County; Massachusetts","438","170","0","14","23","39","40","35","18","22","62","47","0","14","196","120","10","14","22","27","29","28","38","39","0","14",
"1500000US250250911001","Block Group 1; Census Tract 911; Suffolk County; Massachusetts","908","355","152","232","0","14","80","62","58","51","150","76","114","67","149","124","14","17","17","19","105","62","69","67","0","14",
"1500000US250250911002","Block Group 2; Census Tract 911; Suffolk County; Massachusetts","628","257","0","14","0","14","26","32","90","77","68","58","33","39","186","154","17","24","10","15","31","34","64","45","103","104",
"1500000US250250911003","Block Group 3; Census Tract 911; Suffolk County; Massachusetts","372","232","0","14","0","14","0","14","66","80","71","100","46","41","29","29","10","18","45","48","95","116","0","14","10","16",
"1500000US250250911004","Block Group 4; Census Tract 911; Suffolk County; Massachusetts","321","156","24","39","10","19","0","14","81","81","37","41","0","14","69","48","54","49","8","13","0","14","38","61","0","14",
"1500000US250250911005","Block Group 5; Census Tract 911; Suffolk County; Massachusetts","421","164","21","32","20","35","29","33","105","47","10","18","7","11","171","108","0","14","14","16","21","34","23","35","0","14",
"1500000US250250912001","Block Group 1; Census Tract 912; Suffolk County; Massachusetts","430","202","0","14","75","59","9","16","94","76","0","14","68","64","152","105","16","20","7","14","9","14","0","14","0","14",
"1500000US250250912002","Block Group 2; Census Tract 912; Suffolk County; Massachusetts","698","242","37","56","24","39","81","81","85","70","17","27","56","50","244","192","41","40","70","79","19","28","24","37","0","14",
"1500000US250250912003","Block Group 3; Census Tract 912; Suffolk County; Massachusetts","334","229","0","14","6","12","54","89","88","88","47","44","0","14","0","14","0","14","12","33","127","115","0","14","0","14",
"1500000US250250913001","Block Group 1; Census Tract 913; Suffolk County; Massachusetts","622","215","23","30","5","8","33","33","57","38","152","77","5","9","185","88","24","25","19","30","68","60","45","38","6","10",
"1500000US250250913002","Block Group 2; Census Tract 913; Suffolk County; Massachusetts","341","139","0","14","0","14","15","16","34","26","46","43","22","32","167","88","0","14","4","8","32","47","14","21","7","10",
"1500000US250250914001","Block Group 1; Census Tract 914; Suffolk County; Massachusetts","636","156","21","20","39","86","0","14","184","96","107","56","0","14","88","56","0","14","18","27","70","45","98","59","11","13",
"1500000US250250914002","Block Group 2; Census Tract 914; Suffolk County; Massachusetts","701","281","76","58","50","54","83","75","73","63","73","57","0","14","123","103","11","17","60","38","59","52","75","79","18","25",
"1500000US250250915001","Block Group 1; Census Tract 915; Suffolk County; Massachusetts","754","173","16","26","0","14","85","54","145","107","112","84","26","33","106","52","25","38","88","71","107","55","27","47","17","18",
"1500000US250250915002","Block Group 2; Census Tract 915; Suffolk County; Massachusetts","431","168","19","31","18","19","37","54","27","35","55","49","20","25","37","35","0","14","19","26","151","101","24","46","24","33",
"1500000US250250915003","Block Group 3; Census Tract 915; Suffolk County; Massachusetts","209","103","0","14","0","14","0","14","87","73","12","17","0","14","87","64","0","14","0","14","0","14","4","11","19","21",
"1500000US250250916001","Block Group 1; Census Tract 916; Suffolk County; Massachusetts","911","411","14","21","18","30","0","14","232","170","65","70","61","95","285","198","46","46","36","41","93","100","57","46","4","27",
"1500000US250250916002","Block Group 2; Census Tract 916; Suffolk County; Massachusetts","183","102","0","14","0","14","16","16","25","32","4","7","22","27","50","54","0","14","21","26","21","23","24","38","0","14",
"1500000US250250916003","Block Group 3; Census Tract 916; Suffolk County; Massachusetts","102","76","0","14","19","33","0","14","0","14","16","28","0","14","45","53","0","14","0","14","22","35","0","14","0","14",
"1500000US250250917001","Block Group 1; Census Tract 917; Suffolk County; Massachusetts","798","272","11","17","0","14","82","81","86","63","48","37","47","29","281","159","0","14","8","12","139","59","96","71","0","14",
"1500000US250250917002","Block Group 2; Census Tract 917; Suffolk County; Massachusetts","295","130","10","17","0","14","45","38","53","32","7","11","45","41","24","27","0","14","25","25","44","41","42","31","0","14",
"1500000US250250917003","Block Group 3; Census Tract 917; Suffolk County; Massachusetts","327","142","0","14","6","9","0","14","34","30","11","17","36","33","95","70","30","32","17","17","48","55","50","49","0","14",
"1500000US250250918001","Block Group 1; Census Tract 918; Suffolk County; Massachusetts","607","206","62","81","0","14","116","74","27","31","46","84","41","63","159","118","0","14","13","25","90","88","53","48","0","14",
"1500000US250250918002","Block Group 2; Census Tract 918; Suffolk County; Massachusetts","585","250","16","25","117","187","106","129","26","41","35","39","0","14","73","60","0","14","24","38","69","79","119","78","0","14",
"1500000US250250918003","Block Group 3; Census Tract 918; Suffolk County; Massachusetts","713","267","0","14","20","34","106","79","112","113","152","103","0","14","118","103","0","14","0","14","84","63","121","136","0","14",
"1500000US250250919001","Block Group 1; Census Tract 919; Suffolk County; Massachusetts","293","138","0","14","74","65","32","37","38","46","38","43","0","14","40","46","0","14","21","27","33","38","17","26","0","14",
"1500000US250250919002","Block Group 2; Census Tract 919; Suffolk County; Massachusetts","405","220","14","22","0","14","0","14","23","29","68","85","32","50","177","144","10","17","18","22","25","38","20","32","18","27",
"1500000US250250919003","Block Group 3; Census Tract 919; Suffolk County; Massachusetts","654","305","0","14","9","17","37","47","85","108","135","99","0","14","160","97","57","70","45","42","43","41","73","71","10","22",
"1500000US250250919004","Block Group 4; Census Tract 919; Suffolk County; Massachusetts","599","246","0","14","15","24","0","14","10","17","232","185","0","14","86","78","0","14","73","77","80","89","100","83","3","9",
"1500000US250250920001","Block Group 1; Census Tract 920; Suffolk County; Massachusetts","1014","472","0","14","48","68","93","92","89","91","124","83","42","58","116","88","6","10","62","64","395","223","39","66","0","14",
"1500000US250250920002","Block Group 2; Census Tract 920; Suffolk County; Massachusetts","908","372","0","14","0","14","86","60","116","141","72","41","0","14","263","124","94","93","159","127","84","61","31","44","3","6",
"1500000US250250920003","Block Group 3; Census Tract 920; Suffolk County; Massachusetts","369","188","0","14","19","31","75","108","0","14","81","76","0","14","58","52","0","14","0","14","72","72","64","70","0","14",
"1500000US250250920004","Block Group 4; Census Tract 920; Suffolk County; Massachusetts","641","277","6","15","0","14","40","37","131","116","167","137","0","14","150","136","12","20","45","59","71","63","19","31","0","14",
"1500000US250250921011","Block Group 1; Census Tract 921.01; Suffolk County; Massachusetts","492","256","0","14","0","14","28","48","34","33","106","95","17","33","28","46","97","82","0","14","39","50","0","14","143","186",
"1500000US250250921012","Block Group 2; Census Tract 921.01; Suffolk County; Massachusetts","523","306","35","53","5","11","9","15","280","264","36","44","0","14","87","87","0","14","0","14","47","56","24","47","0","14",
"1500000US250250921013","Block Group 3; Census Tract 921.01; Suffolk County; Massachusetts","207","130","0","14","0","14","0","14","32","39","0","14","18","35","43","74","16","38","13","23","11","18","53","74","21","35",
"1500000US250250921014","Block Group 4; Census Tract 921.01; Suffolk County; Massachusetts","416","237","0","14","34","40","0","14","91","89","63","71","0","14","153","235","0","14","30","38","24","35","21","39","0","14",
"1500000US250250921015","Block Group 5; Census Tract 921.01; Suffolk County; Massachusetts","941","359","7","28","112","118","20","31","56","61","250","125","0","14","89","84","0","14","89","62","87","112","88","117","143","177",
"1500000US250250922001","Block Group 1; Census Tract 922; Suffolk County; Massachusetts","226","107","0","14","11","22","0","14","54","52","24","38","12","18","68","58","11","17","0","14","46","43","0","14","0","14",
"1500000US250250922002","Block Group 2; Census Tract 922; Suffolk County; Massachusetts","413","187","0","14","34","44","0","14","0","14","0","14","0","14","95","71","3","11","40","40","145","105","23","25","73","98",
"1500000US250250922003","Block Group 3; Census Tract 922; Suffolk County; Massachusetts","449","171","0","14","26","31","0","14","14","22","44","45","16","19","73","65","14","21","115","67","44","35","84","69","19","28",
"1500000US250250922004","Block Group 4; Census Tract 922; Suffolk County; Massachusetts","387","198","7","13","0","14","35","38","57","60","59","75","31","53","67","58","0","14","0","14","92","96","0","14","39","38",
"1500000US250250923001","Block Group 1; Census Tract 923; Suffolk County; Massachusetts","350","125","12","19","12","15","0","14","56","39","14","23","0","14","116","90","0","14","62","64","26","31","25","29","27","27",
"1500000US250250923002","Block Group 2; Census Tract 923; Suffolk County; Massachusetts","272","138","0","14","8","11","0","14","36","56","46","42","0","14","25","24","0","14","0","14","12","18","95","71","50","58",
"1500000US250250923003","Block Group 3; Census Tract 923; Suffolk County; Massachusetts","556","195","0","14","0","14","20","28","9","14","63","43","0","14","224","134","30","45","55","49","30","30","116","73","9","14",
"1500000US250250923004","Block Group 4; Census Tract 923; Suffolk County; Massachusetts","377","254","0","14","0","14","26","39","0","14","91","130","36","37","135","114","31","48","0","14","16","29","8","14","34","56",
"1500000US250250924001","Block Group 1; Census Tract 924; Suffolk County; Massachusetts","269","177","31","54","0","14","0","14","0","14","22","36","0","14","112","90","0","14","0","14","0","14","104","126","0","14",
"1500000US250250924002","Block Group 2; Census Tract 924; Suffolk County; Massachusetts","323","182","0","14","0","14","45","71","44","65","73","79","65","88","60","69","15","28","0","14","0","14","21","31","0","14",
"1500000US250250924003","Block Group 3; Census Tract 924; Suffolk County; Massachusetts","973","683","0","14","0","14","0","14","77","76","243","236","57","92","198","141","0","14","31","53","89","96","164","176","114","186",
"1500000US250250924004","Block Group 4; Census Tract 924; Suffolk County; Massachusetts","505","184","0","14","43","64","0","14","61","102","47","61","71","87","74","74","99","127","0","14","56","73","54","71","0","14",
"1500000US250250924005","Block Group 5; Census Tract 924; Suffolk County; Massachusetts","205","168","0","14","0","14","52","79","24","39","56","67","0","14","47","101","0","14","0","14","0","14","26","43","0","14",
"1500000US250251001001","Block Group 1; Census Tract 1001; Suffolk County; Massachusetts","123","131","0","14","0","14","0","14","0","14","0","14","40","61","0","14","0","14","40","63","43","65","0","14","0","14",
"1500000US250251001002","Block Group 2; Census Tract 1001; Suffolk County; Massachusetts","331","321","0","14","0","14","0","14","0","14","0","14","174","276","0","14","0","14","0","14","38","57","73","59","46","65",
"1500000US250251001003","Block Group 3; Census Tract 1001; Suffolk County; Massachusetts","326","247","0","14","25","43","29","48","67","81","0","14","33","52","140","129","0","14","0","14","0","14","32","51","0","14",
"1500000US250251001004","Block Group 4; Census Tract 1001; Suffolk County; Massachusetts","545","311","0","14","0","14","6","16","20","32","40","48","0","14","97","85","0","14","94","97","72","73","127","98","89","120",
"1500000US250251001005","Block Group 5; Census Tract 1001; Suffolk County; Massachusetts","241","194","0","14","0","14","0","14","57","54","0","14","21","36","91","148","0","14","8","14","21","37","22","36","21","34",
"1500000US250251001006","Block Group 6; Census Tract 1001; Suffolk County; Massachusetts","328","250","0","14","0","14","0","14","15","24","22","33","0","14","213","198","0","14","0","14","27","48","51","75","0","14",
"1500000US250251001007","Block Group 7; Census Tract 1001; Suffolk County; Massachusetts","623","309","0","14","0","14","140","137","99","93","57","80","84","129","126","124","0","14","0","14","25","43","51","60","41","64",
