Geography,Total Estimate,Total Margin of Error,"Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:","Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:","Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:","Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:","Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:","Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:","Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:","Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:",Estimate - Public transportation (excluding taxicab):,Margin of Error - Public transportation (excluding taxicab):,Estimate - Public transportation (excluding taxicab):,Margin of Error - Public transportation (excluding taxicab):,Estimate - Public transportation (excluding taxicab):,Margin of Error - Public transportation (excluding taxicab):,Estimate - Public transportation (excluding taxicab):,Margin of Error - Public transportation (excluding taxicab):,Estimate - Public transportation (excluding taxicab):,Margin of Error - Public transportation (excluding taxicab):,Estimate - Public transportation (excluding taxicab):,Margin of Error - Public transportation (excluding taxicab):,Estimate - Taxicab,Margin of Error - Taxicab,Estimate - Motorcycle,Margin of Error - Motorcycle,Estimate - Bicycle,Margin of Error - Bicycle,Estimate - Walked,Margin of Error - Walked,Estimate - Other means,Margin of Error - Other means,Estimate - Worked from home,Margin of Error - Worked from home,Block Group,Census Tract,County,State
1500000US250251010014,371,218,261,228,246,231,15,27,15,27,0,14,0,14,0,14,0,14,18,33,0,14,18,33,0,14,0,14,0,14,0,14,0,14,0,14,0,14,36,58,56,75,4,1010.01,Suffolk County,Massachusetts
1500000US250251010015,340,250,273,245,209,236,64,75,28,49,36,58,0,14,0,14,0,14,17,27,0,14,17,27,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,50,49,5,1010.01,Suffolk County,Massachusetts
1500000US250251010016,634,352,441,286,425,285,16,30,16,30,0,14,0,14,0,14,0,14,101,94,32,39,69,85,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,92,97,6,1010.01,Suffolk County,Massachusetts
1500000US250251010021,620,424,331,341,331,341,0,14,0,14,0,14,0,14,0,14,0,14,162,133,63,78,99,110,0,14,0,14,0,14,0,14,0,14,0,14,0,14,102,129,25,32,1,1010.02,Suffolk County,Massachusetts
1500000US250251010022,1013,376,456,223,411,187,45,71,45,71,0,14,0,14,0,14,0,14,98,82,26,40,72,66,0,14,0,14,0,14,0,14,0,14,0,14,78,94,55,80,326,271,2,1010.02,Suffolk County,Massachusetts
1500000US250251010023,936,418,518,289,388,225,130,200,61,112,69,94,0,14,0,14,0,14,299,157,192,98,75,93,32,33,0,14,0,14,0,14,0,14,0,14,39,62,0,14,80,78,3,1010.02,Suffolk County,Massachusetts
1500000US250251011011,502,200,298,125,270,116,28,45,28,45,0,14,0,14,0,14,0,14,166,116,71,76,74,65,21,33,0,14,0,14,0,14,0,14,0,14,0,14,0,14,38,43,1,1011.01,Suffolk County,Massachusetts
1500000US250251011012,1014,388,604,326,543,320,61,67,32,52,29,41,0,14,0,14,0,14,277,169,123,106,132,105,0,14,22,34,0,14,29,45,0,14,21,30,23,35,0,14,60,69,2,1011.01,Suffolk County,Massachusetts
1500000US250251011013,480,200,293,149,253,134,40,45,40,45,0,14,0,14,0,14,0,14,144,86,80,62,64,46,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,43,47,3,1011.01,Suffolk County,Massachusetts
1500000US250251011021,271,184,143,113,126,102,17,26,0,14,17,26,0,14,0,14,0,14,120,106,97,96,0,14,12,22,11,21,0,14,8,12,0,14,0,14,0,14,0,14,0,14,1,1011.02,Suffolk County,Massachusetts
1500000US250251011022,593,317,437,261,400,240,37,40,12,20,25,35,0,14,0,14,0,14,101,102,67,66,34,42,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,55,89,2,1011.02,Suffolk County,Massachusetts
1500000US250251011023,558,261,243,138,159,100,84,100,67,96,17,27,0,14,0,14,0,14,259,190,129,168,83,61,0,14,47,35,0,14,0,14,0,14,0,14,10,15,0,14,46,49,3,1011.02,Suffolk County,Massachusetts
1500000US250251011024,679,234,383,177,252,148,131,92,115,89,16,22,0,14,0,14,0,14,245,141,185,136,42,39,18,29,0,14,0,14,0,14,0,14,0,14,24,42,0,14,27,31,4,1011.02,Suffolk County,Massachusetts
1500000US250251101041,506,195,360,171,321,122,39,73,39,73,0,14,0,14,0,14,0,14,95,94,44,80,51,50,0,14,0,14,0,14,0,14,0,14,21,32,9,21,0,14,21,35,1,1101.04,Suffolk County,Massachusetts
1500000US250251101042,422,145,220,69,211,46,9,36,0,14,0,14,9,36,0,14,0,14,80,64,49,37,31,53,0,14,0,14,0,14,26,19,0,14,0,14,38,61,58,95,0,14,2,1101.04,Suffolk County,Massachusetts
1500000US250251101051,1999,464,707,240,687,238,20,26,14,22,6,11,0,14,0,14,0,14,691,206,143,95,483,153,65,62,0,14,0,14,0,14,0,14,132,62,9,18,0,14,460,211,1,1101.05,Suffolk County,Massachusetts
1500000US250251101061,338,158,159,92,124,79,35,42,35,42,0,14,0,14,0,14,0,14,118,87,11,18,107,85,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,61,37,1,1101.06,Suffolk County,Massachusetts
1500000US250251101062,581,242,155,118,64,58,91,104,37,60,54,85,0,14,0,14,0,14,272,171,4,6,268,170,0,14,0,14,0,14,0,14,0,14,22,25,30,48,0,14,102,74,2,1101.06,Suffolk County,Massachusetts
1500000US250251102011,1151,144,589,137,556,134,33,27,24,25,9,8,0,14,0,14,0,14,449,126,211,82,170,99,68,54,0,14,0,14,6,9,0,14,0,14,17,22,0,14,90,60,1,1102.01,Suffolk County,Massachusetts
1500000US250251103011,667,150,301,122,291,118,10,14,10,14,0,14,0,14,0,14,0,14,213,93,60,36,153,90,0,14,0,14,0,14,0,14,0,14,0,14,21,27,0,14,132,72,1,1103.01,Suffolk County,Massachusetts
1500000US250251103012,785,210,458,128,435,129,23,22,19,19,0,14,0,14,4,7,0,14,198,101,26,25,172,100,0,14,0,14,0,14,0,14,0,14,4,7,0,14,29,43,96,55,2,1103.01,Suffolk County,Massachusetts
1500000US250251104011,1051,241,622,176,549,168,73,51,26,38,15,25,32,37,0,14,0,14,351,119,133,78,186,91,32,39,0,14,0,14,0,14,0,14,6,16,28,38,0,14,44,39,1,1104.01,Suffolk County,Massachusetts
1500000US250251104012,858,255,591,203,582,198,9,17,0,14,9,17,0,14,0,14,0,14,113,67,12,20,81,58,20,21,0,14,0,14,0,14,0,14,33,48,11,19,10,16,100,78,2,1104.01,Suffolk County,Massachusetts
1500000US250251104031,429,201,329,221,326,223,3,5,0,14,3,5,0,14,0,14,0,14,74,83,0,14,59,72,15,25,0,14,0,14,0,14,0,14,0,14,0,14,0,14,26,34,1,1104.03,Suffolk County,Massachusetts
1500000US250251104032,451,154,315,157,259,125,56,67,36,55,0,14,20,40,0,14,0,14,63,56,7,12,56,54,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,73,67,2,1104.03,Suffolk County,Massachusetts
1500000US250251104033,495,186,286,127,230,123,56,56,9,14,0,14,47,55,0,14,0,14,82,87,58,65,24,38,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,127,103,3,1104.03,Suffolk County,Massachusetts
1500000US250251104034,673,224,521,204,469,198,52,49,52,49,0,14,0,14,0,14,0,14,79,52,14,21,40,37,25,39,0,14,0,14,0,14,0,14,0,14,0,14,0,14,73,44,4,1104.03,Suffolk County,Massachusetts
1500000US250251104035,603,230,305,128,293,126,12,17,0,14,12,17,0,14,0,14,0,14,82,65,58,49,6,10,18,21,0,14,0,14,0,14,0,14,9,14,0,14,0,14,207,193,5,1104.03,Suffolk County,Massachusetts
1500000US250251105011,443,144,191,86,181,80,10,18,0,14,10,18,0,14,0,14,0,14,110,63,14,20,55,45,41,37,0,14,0,14,0,14,0,14,15,23,43,67,0,14,84,60,1,1105.01,Suffolk County,Massachusetts
1500000US250251105012,837,295,501,242,494,243,7,10,7,10,0,14,0,14,0,14,0,14,90,48,11,17,42,34,37,43,0,14,0,14,12,20,0,14,11,17,13,23,0,14,210,116,2,1105.01,Suffolk County,Massachusetts
1500000US250251105013,732,189,423,134,404,134,19,25,19,25,0,14,0,14,0,14,0,14,124,65,0,14,47,47,77,51,0,14,0,14,0,14,0,14,0,14,0,14,6,11,179,118,3,1105.01,Suffolk County,Massachusetts
1500000US250251105021,769,226,426,205,402,204,24,38,24,38,0,14,0,14,0,14,0,14,105,71,33,52,28,31,44,34,0,14,0,14,0,14,0,14,75,57,61,44,0,14,102,58,1,1105.02,Suffolk County,Massachusetts
1500000US250251105022,1360,470,651,269,631,267,20,24,20,24,0,14,0,14,0,14,0,14,198,99,146,92,20,23,32,30,0,14,0,14,0,14,0,14,40,42,11,17,0,14,460,248,2,1105.02,Suffolk County,Massachusetts
1500000US250251105023,346,146,205,103,195,99,10,18,10,18,0,14,0,14,0,14,0,14,93,108,0,14,93,108,0,14,0,14,0,14,0,14,0,14,0,14,26,42,0,14,22,27,3,1105.02,Suffolk County,Massachusetts
1500000US250251106011,897,294,501,193,448,162,53,82,53,82,0,14,0,14,0,14,0,14,143,94,7,11,34,24,102,94,0,14,0,14,0,14,0,14,44,40,0,14,7,11,202,137,1,1106.01,Suffolk County,Massachusetts
1500000US250251106012,465,126,340,108,319,105,21,19,12,13,0,14,9,14,0,14,0,14,48,33,22,24,8,13,18,17,0,14,0,14,0,14,0,14,0,14,0,14,0,14,77,40,2,1106.01,Suffolk County,Massachusetts
1500000US250251106071,833,401,341,152,341,152,0,14,0,14,0,14,0,14,0,14,0,14,194,183,56,62,138,169,0,14,0,14,0,14,0,14,0,14,13,24,92,131,0,14,193,165,1,1106.07,Suffolk County,Massachusetts
1500000US250251106072,1108,405,702,313,653,293,49,49,19,34,30,37,0,14,0,14,0,14,101,86,48,49,42,47,11,19,0,14,0,14,0,14,0,14,67,79,92,89,0,14,146,91,2,1106.07,Suffolk County,Massachusetts
1500000US250251106073,1076,347,596,300,578,292,18,32,18,32,0,14,0,14,0,14,0,14,291,190,134,162,120,91,37,35,0,14,0,14,5,9,0,14,0,14,32,36,20,33,132,101,3,1106.07,Suffolk County,Massachusetts
1500000US250251106074,215,116,164,90,153,86,11,21,0,14,11,21,0,14,0,14,0,14,8,13,0,14,0,14,8,13,0,14,0,14,0,14,0,14,0,14,0,14,0,14,43,49,4,1106.07,Suffolk County,Massachusetts
1500000US250251201031,1181,199,440,108,394,104,46,29,46,29,0,14,0,14,0,14,0,14,200,74,75,40,125,63,0,14,0,14,0,14,0,14,0,14,81,65,179,113,0,14,281,76,1,1201.03,Suffolk County,Massachusetts
1500000US250251201041,595,173,158,89,158,89,0,14,0,14,0,14,0,14,0,14,0,14,185,92,10,12,175,91,0,14,0,14,0,14,0,14,0,14,43,29,23,37,0,14,186,93,1,1201.04,Suffolk County,Massachusetts
1500000US250251201042,912,214,385,114,281,104,104,75,86,68,0,14,18,27,0,14,0,14,297,145,107,74,190,101,0,14,0,14,0,14,0,14,0,14,110,75,0,14,32,45,88,77,2,1201.04,Suffolk County,Massachusetts
1500000US250251201051,453,95,234,78,217,81,17,19,6,9,11,16,0,14,0,14,0,14,38,28,7,9,31,27,0,14,0,14,0,14,0,14,0,14,15,15,60,42,1,3,105,52,1,1201.05,Suffolk County,Massachusetts
1500000US250251201052,423,80,276,63,232,64,44,44,44,44,0,14,0,14,0,14,0,14,33,26,17,19,16,18,0,14,0,14,0,14,0,14,0,14,10,13,5,9,8,10,91,39,2,1201.05,Suffolk County,Massachusetts
1500000US250251201053,317,85,157,64,157,64,0,14,0,14,0,14,0,14,0,14,0,14,12,16,5,12,7,14,0,14,0,14,0,14,0,14,0,14,7,11,75,52,0,14,66,30,3,1201.05,Suffolk County,Massachusetts
1500000US250251202011,900,251,393,167,352,149,41,66,41,66,0,14,0,14,0,14,0,14,222,106,41,44,181,91,0,14,0,14,0,14,0,14,0,14,39,36,10,15,1,3,235,165,1,1202.01,Suffolk County,Massachusetts
1500000US250251202012,1186,324,469,222,469,222,0,14,0,14,0,14,0,14,0,14,0,14,204,99,32,38,172,92,0,14,0,14,0,14,0,14,0,14,146,99,64,58,0,14,303,144,2,1202.01,Suffolk County,Massachusetts
1500000US250251202013,712,234,213,94,191,96,22,33,22,33,0,14,0,14,0,14,0,14,336,146,15,24,321,148,0,14,0,14,0,14,0,14,0,14,16,25,0,14,43,55,104,75,3,1202.01,Suffolk County,Massachusetts
1500000US250251203011,785,292,284,138,284,138,0,14,0,14,0,14,0,14,0,14,0,14,274,134,66,52,208,122,0,14,0,14,0,14,0,14,0,14,101,95,41,51,0,14,85,67,1,1203.01,Suffolk County,Massachusetts
1500000US250251203012,389,193,109,79,109,79,0,14,0,14,0,14,0,14,0,14,0,14,128,96,10,16,81,59,37,60,0,14,0,14,0,14,0,14,55,72,13,21,0,14,84,74,2,1203.01,Suffolk County,Massachusetts
1500000US250251203013,790,281,317,214,288,212,29,34,29,34,0,14,0,14,0,14,0,14,156,90,29,47,127,79,0,14,0,14,0,14,0,14,0,14,47,48,46,94,0,14,224,123,3,1203.01,Suffolk County,Massachusetts
1500000US250251203014,1078,263,367,168,367,168,0,14,0,14,0,14,0,14,0,14,0,14,294,147,29,35,257,145,8,13,0,14,0,14,0,14,0,14,54,50,67,61,0,14,296,148,4,1203.01,Suffolk County,Massachusetts
1500000US250251204001,383,157,178,105,109,82,69,73,16,27,53,81,0,14,0,14,0,14,51,51,0,14,51,51,0,14,0,14,0,14,0,14,0,14,17,27,9,17,0,14,128,110,1,1204,Suffolk County,Massachusetts
1500000US250251204002,612,250,224,124,208,118,16,25,16,25,0,14,0,14,0,14,0,14,112,165,0,14,112,165,0,14,0,14,0,14,0,14,0,14,44,68,21,20,0,14,211,149,2,1204,Suffolk County,Massachusetts
1500000US250251204003,726,193,254,155,226,154,28,43,28,43,0,14,0,14,0,14,0,14,354,152,143,103,211,122,0,14,0,14,0,14,0,14,0,14,15,24,0,14,0,14,103,86,3,1204,Suffolk County,Massachusetts
1500000US250251204004,1413,341,448,194,437,190,11,19,11,19,0,14,0,14,0,14,0,14,376,144,107,102,269,120,0,14,0,14,0,14,0,14,0,14,104,56,116,119,23,35,346,194,4,1204,Suffolk County,Massachusetts
1500000US250251204005,822,489,347,324,200,181,147,172,147,172,0,14,0,14,0,14,0,14,142,85,111,86,31,32,0,14,0,14,0,14,0,14,0,14,22,27,50,63,0,14,261,180,5,1204,Suffolk County,Massachusetts
1500000US250251205001,517,126,184,77,169,76,15,15,6,9,9,13,0,14,0,14,0,14,183,74,26,20,157,67,0,14,0,14,0,14,0,14,0,14,29,21,12,17,30,39,79,39,1,1205,Suffolk County,Massachusetts
1500000US250251205002,529,194,195,137,165,133,30,29,13,18,0,14,17,23,0,14,0,14,92,40,5,9,87,38,0,14,0,14,0,14,0,14,0,14,49,37,25,23,15,22,153,81,2,1205,Suffolk County,Massachusetts
1500000US250251205003,468,117,179,74,140,67,39,34,39,34,0,14,0,14,0,14,0,14,202,70,38,30,164,59,0,14,0,14,0,14,0,14,0,14,13,14,27,20,7,9,40,23,3,1205,Suffolk County,Massachusetts
1500000US250251206001,864,236,197,85,170,65,27,35,27,35,0,14,0,14,0,14,0,14,268,153,130,154,138,73,0,14,0,14,0,14,0,14,0,14,48,32,19,20,0,14,332,228,1,1206,Suffolk County,Massachusetts
1500000US250251206002,680,301,75,52,75,52,0,14,0,14,0,14,0,14,0,14,0,14,208,85,68,47,126,68,14,22,0,14,0,14,0,14,0,14,31,34,32,34,0,14,334,258,2,1206,Suffolk County,Massachusetts
1500000US250251206003,514,176,165,97,165,97,0,14,0,14,0,14,0,14,0,14,0,14,182,96,53,49,120,76,0,14,9,15,0,14,11,16,0,14,30,33,35,42,0,14,91,44,3,1206,Suffolk County,Massachusetts
1500000US250251207001,648,143,101,42,95,41,6,9,6,9,0,14,0,14,0,14,0,14,302,119,84,57,218,105,0,14,0,14,0,14,0,14,0,14,33,44,54,31,0,14,158,73,1,1207,Suffolk County,Massachusetts
1500000US250251207002,621,174,333,127,333,127,0,14,0,14,0,14,0,14,0,14,0,14,138,56,93,49,45,33,0,14,0,14,0,14,0,14,0,14,41,31,43,35,0,14,66,57,2,1207,Suffolk County,Massachusetts
1500000US250251301011,1050,285,696,178,666,171,30,33,30,33,0,14,0,14,0,14,0,14,179,173,123,177,0,14,38,38,18,29,0,14,0,14,0,14,0,14,0,14,0,14,175,94,1,1301.01,Suffolk County,Massachusetts
1500000US250251301012,329,117,200,123,184,117,16,28,0,14,0,14,0,14,0,14,16,28,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,129,102,2,1301.01,Suffolk County,Massachusetts
1500000US250251301013,749,379,427,224,427,224,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,32,49,0,14,290,261,3,1301.01,Suffolk County,Massachusetts
1500000US250251301014,295,143,228,117,228,117,0,14,0,14,0,14,0,14,0,14,0,14,43,46,0,14,43,46,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,24,33,4,1301.01,Suffolk County,Massachusetts
1500000US250251301015,585,226,370,170,326,158,44,71,0,14,44,71,0,14,0,14,0,14,90,84,0,14,0,14,90,84,0,14,0,14,0,14,0,14,0,14,20,31,0,14,105,131,5,1301.01,Suffolk County,Massachusetts
1500000US250251301016,716,304,287,137,255,135,32,26,32,26,0,14,0,14,0,14,0,14,185,181,48,62,15,24,122,181,0,14,0,14,0,14,0,14,0,14,0,14,51,66,193,124,6,1301.01,Suffolk County,Massachusetts
1500000US250251302001,292,147,197,138,160,125,37,44,37,44,0,14,0,14,0,14,0,14,62,40,0,14,29,30,27,25,6,9,0,14,0,14,0,14,0,14,0,14,0,14,33,39,1,1302,Suffolk County,Massachusetts
1500000US250251302002,337,224,181,116,166,114,15,23,15,23,0,14,0,14,0,14,0,14,12,19,0,14,0,14,12,19,0,14,0,14,0,14,0,14,0,14,0,14,11,18,133,123,2,1302,Suffolk County,Massachusetts
1500000US250251302003,923,215,665,190,601,184,64,43,57,43,7,11,0,14,0,14,0,14,130,67,10,14,23,30,97,61,0,14,0,14,0,14,0,14,0,14,4,6,33,44,91,53,3,1302,Suffolk County,Massachusetts
1500000US250251302004,295,110,140,74,102,57,38,48,38,48,0,14,0,14,0,14,0,14,71,64,0,14,0,14,71,64,0,14,0,14,0,14,0,14,0,14,0,14,4,8,80,57,4,1302,Suffolk County,Massachusetts
1500000US250251302005,457,143,232,108,221,109,11,18,11,18,0,14,0,14,0,14,0,14,60,47,0,14,14,14,46,44,0,14,0,14,0,14,0,14,0,14,0,14,0,14,165,91,5,1302,Suffolk County,Massachusetts
1500000US250251303001,370,135,199,101,145,91,54,43,54,43,0,14,0,14,0,14,0,14,22,31,0,14,0,14,22,31,0,14,0,14,0,14,0,14,0,14,8,14,0,14,141,80,1,1303,Suffolk County,Massachusetts
1500000US250251303002,703,163,416,154,334,113,82,76,62,68,20,22,0,14,0,14,0,14,91,50,12,18,35,30,44,48,0,14,0,14,0,14,0,14,9,17,13,16,0,14,174,103,2,1303,Suffolk County,Massachusetts
1500000US250251303003,376,150,221,116,221,116,0,14,0,14,0,14,0,14,0,14,0,14,10,16,0,14,0,14,10,16,0,14,0,14,0,14,0,14,0,14,0,14,0,14,145,86,3,1303,Suffolk County,Massachusetts
1500000US250251303004,289,105,198,86,169,84,29,29,0,14,0,14,29,29,0,14,0,14,24,39,0,14,24,39,0,14,0,14,0,14,0,14,0,14,0,14,0,14,15,22,52,39,4,1303,Suffolk County,Massachusetts
1500000US250251303005,581,255,375,198,301,156,74,95,74,95,0,14,0,14,0,14,0,14,58,41,4,10,37,36,17,19,0,14,0,14,0,14,0,14,0,14,0,14,11,18,137,124,5,1303,Suffolk County,Massachusetts
1500000US250251304021,750,255,434,192,324,138,110,167,110,167,0,14,0,14,0,14,0,14,175,155,124,143,51,55,0,14,0,14,0,14,0,14,0,14,0,14,24,38,0,14,117,108,1,1304.02,Suffolk County,Massachusetts
1500000US250251304022,812,723,706,713,670,713,36,42,16,27,20,31,0,14,0,14,0,14,106,92,14,22,92,86,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,2,1304.02,Suffolk County,Massachusetts
1500000US250251304023,282,119,183,93,109,69,74,56,18,30,56,43,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,99,81,3,1304.02,Suffolk County,Massachusetts
1500000US250251304024,873,289,452,169,452,169,0,14,0,14,0,14,0,14,0,14,0,14,87,63,36,41,0,14,51,47,0,14,0,14,0,14,0,14,0,14,58,54,0,14,276,159,4,1304.02,Suffolk County,Massachusetts
1500000US250251304041,1171,308,906,265,875,263,31,32,7,12,24,27,0,14,0,14,0,14,111,88,111,88,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,14,24,140,89,1,1304.04,Suffolk County,Massachusetts
1500000US250251304042,529,166,375,130,368,129,7,12,0,14,7,12,0,14,0,14,0,14,70,58,6,9,9,16,55,56,0,14,0,14,0,14,0,14,58,58,16,20,0,14,10,15,2,1304.04,Suffolk County,Massachusetts
1500000US250251304061,1146,354,685,322,685,322,0,14,0,14,0,14,0,14,0,14,0,14,293,246,293,246,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,168,168,1,1304.06,Suffolk County,Massachusetts
1500000US250251304062,1294,363,783,332,656,276,127,129,127,129,0,14,0,14,0,14,0,14,326,258,230,208,89,97,7,10,0,14,0,14,15,27,0,14,0,14,0,14,0,14,170,135,2,1304.06,Suffolk County,Massachusetts
1500000US250251304063,120,95,66,68,66,68,0,14,0,14,0,14,0,14,0,14,0,14,39,71,39,71,0,14,0,14,0,14,0,14,0,14,0,14,0,14,15,23,0,14,0,14,3,1304.06,Suffolk County,Massachusetts
1500000US250251401021,621,229,521,173,493,178,28,37,28,37,0,14,0,14,0,14,0,14,64,60,32,51,24,25,8,13,0,14,0,14,0,14,0,14,0,14,0,14,23,37,13,23,1,1401.02,Suffolk County,Massachusetts
1500000US250251401022,605,221,434,170,432,169,2,7,2,7,0,14,0,14,0,14,0,14,68,55,0,14,54,51,14,19,0,14,0,14,0,14,0,14,7,13,0,14,0,14,96,78,2,1401.02,Suffolk County,Massachusetts
1500000US250251401023,704,198,489,169,417,155,72,92,72,92,0,14,0,14,0,14,0,14,114,66,44,43,46,53,24,27,0,14,0,14,0,14,0,14,0,14,0,14,0,14,101,60,3,1401.02,Suffolk County,Massachusetts
1500000US250251401024,725,275,457,214,368,189,89,58,58,49,31,37,0,14,0,14,0,14,165,98,66,50,87,81,12,19,0,14,0,14,0,14,8,13,0,14,35,31,12,24,48,37,4,1401.02,Suffolk County,Massachusetts
1500000US250251401051,1150,268,734,200,654,182,80,79,77,79,3,11,0,14,0,14,0,14,170,105,37,44,86,75,47,49,0,14,0,14,0,14,0,14,18,19,83,72,29,41,116,89,1,1401.05,Suffolk County,Massachusetts
1500000US250251401052,584,267,374,301,365,284,9,37,0,14,9,37,0,14,0,14,0,14,66,56,66,56,0,14,0,14,0,14,0,14,0,14,0,14,0,14,3,16,0,14,141,136,2,1401.05,Suffolk County,Massachusetts
1500000US250251401061,787,219,496,202,402,122,94,101,80,97,0,14,14,23,0,14,0,14,158,62,64,46,94,54,0,14,0,14,0,14,0,14,0,14,22,23,31,40,18,28,62,39,1,1401.06,Suffolk County,Massachusetts
1500000US250251401062,123,65,77,53,68,42,9,13,9,13,0,14,0,14,0,14,0,14,29,47,29,47,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,17,26,0,14,2,1401.06,Suffolk County,Massachusetts
1500000US250251401071,1034,226,808,229,716,206,92,102,85,101,0,14,0,14,0,14,7,11,133,66,39,31,52,34,42,45,0,14,0,14,0,14,0,14,0,14,13,22,0,14,80,42,1,1401.07,Suffolk County,Massachusetts
1500000US250251401072,434,120,265,89,241,81,24,29,6,10,18,27,0,14,0,14,0,14,95,55,35,32,60,53,0,14,0,14,0,14,0,14,0,14,0,14,37,44,0,14,37,32,2,1401.07,Suffolk County,Massachusetts
1500000US250251402011,725,271,576,266,397,253,179,92,136,69,43,44,0,14,0,14,0,14,84,52,16,24,64,46,4,6,0,14,0,14,0,14,0,14,0,14,34,37,0,14,31,29,1,1402.01,Suffolk County,Massachusetts
1500000US250251402012,717,252,439,107,395,102,44,64,44,64,0,14,0,14,0,14,0,14,105,58,46,45,26,26,33,28,0,14,0,14,0,14,0,14,11,16,15,21,0,14,147,214,2,1402.01,Suffolk County,Massachusetts
1500000US250251402021,492,317,205,143,139,98,66,82,66,82,0,14,0,14,0,14,0,14,153,123,0,14,138,122,15,24,0,14,0,14,0,14,0,14,0,14,0,14,0,14,134,168,1,1402.02,Suffolk County,Massachusetts
1500000US250251402022,682,271,506,200,479,194,27,45,27,45,0,14,0,14,0,14,0,14,113,87,33,43,66,76,14,23,0,14,0,14,0,14,0,14,0,14,19,23,0,14,44,65,2,1402.02,Suffolk County,Massachusetts
1500000US250251402023,279,150,161,93,156,87,5,32,0,14,5,32,0,14,0,14,0,14,64,60,21,37,0,14,25,30,18,31,0,14,0,14,0,14,0,14,11,22,11,40,32,50,3,1402.02,Suffolk County,Massachusetts
1500000US250251402024,1361,470,1010,415,933,415,77,71,77,71,0,14,0,14,0,14,0,14,247,198,55,70,58,68,134,138,0,14,0,14,0,14,0,14,0,14,0,14,0,14,104,146,4,1402.02,Suffolk County,Massachusetts
1500000US250251402025,540,212,391,194,369,197,22,28,22,28,0,14,0,14,0,14,0,14,91,107,18,33,42,80,31,50,0,14,0,14,0,14,20,32,0,14,18,69,0,14,20,32,5,1402.02,Suffolk County,Massachusetts
1500000US250251403001,573,421,359,349,306,323,53,83,53,83,0,14,0,14,0,14,0,14,162,120,107,92,55,87,0,14,0,14,0,14,0,14,0,14,0,14,6,20,0,14,46,71,1,1403,Suffolk County,Massachusetts
1500000US250251403002,212,254,41,62,38,60,3,29,0,14,0,14,3,29,0,14,0,14,171,250,12,23,159,249,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,2,1403,Suffolk County,Massachusetts
1500000US250251403003,1016,447,884,415,620,435,264,290,264,290,0,14,0,14,0,14,0,14,50,82,50,82,0,14,0,14,0,14,0,14,0,14,0,14,0,14,45,57,0,14,37,60,3,1403,Suffolk County,Massachusetts
1500000US250251403004,334,224,253,153,253,153,0,14,0,14,0,14,0,14,0,14,0,14,81,117,0,14,81,117,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,4,1403,Suffolk County,Massachusetts
1500000US250251403005,729,504,494,333,359,262,135,164,46,72,89,136,0,14,0,14,0,14,235,219,235,219,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,5,1403,Suffolk County,Massachusetts
1500000US250251403006,592,323,546,308,488,290,58,72,44,70,14,26,0,14,0,14,0,14,24,46,24,46,0,14,0,14,0,14,0,14,0,14,0,14,12,19,0,14,0,14,10,19,6,1403,Suffolk County,Massachusetts
1500000US250251404001,190,156,128,141,128,141,0,14,0,14,0,14,0,14,0,14,0,14,62,82,62,82,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,1,1404,Suffolk County,Massachusetts
1500000US250251404002,811,292,495,212,404,215,91,93,91,93,0,14,0,14,0,14,0,14,50,85,0,14,50,85,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,266,197,2,1404,Suffolk County,Massachusetts
1500000US250251404003,257,183,209,166,209,166,0,14,0,14,0,14,0,14,0,14,0,14,48,81,0,14,48,81,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,3,1404,Suffolk County,Massachusetts
