Geography,Total Estimate,Total Margin of Error,"Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:","Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:","Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:","Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:","Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:","Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:","Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:","Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:",Estimate - Public transportation (excluding taxicab):,Margin of Error - Public transportation (excluding taxicab):,Estimate - Public transportation (excluding taxicab):,Margin of Error - Public transportation (excluding taxicab):,Estimate - Public transportation (excluding taxicab):,Margin of Error - Public transportation (excluding taxicab):,Estimate - Public transportation (excluding taxicab):,Margin of Error - Public transportation (excluding taxicab):,Estimate - Public transportation (excluding taxicab):,Margin of Error - Public transportation (excluding taxicab):,Estimate - Public transportation (excluding taxicab):,Margin of Error - Public transportation (excluding taxicab):,Estimate - Taxicab,Margin of Error - Taxicab,Estimate - Motorcycle,Margin of Error - Motorcycle,Estimate - Bicycle,Margin of Error - Bicycle,Estimate - Walked,Margin of Error - Walked,Estimate - Other means,Margin of Error - Other means,Estimate - Worked from home,Margin of Error - Worked from home,Block Group,Census Tract,County,State
1500000US250250606041,1310,220,498,187,454,175,44,56,44,56,0,14,0,14,0,14,0,14,143,116,8,13,135,115,0,14,0,14,0,14,0,14,0,14,12,20,384,124,7,10,266,90,1,606.04,Suffolk County,Massachusetts
1500000US250250606042,963,287,220,114,220,114,0,14,0,14,0,14,0,14,0,14,0,14,36,38,0,14,9,16,27,34,0,14,0,14,0,14,0,14,76,90,368,166,0,14,263,149,2,606.04,Suffolk County,Massachusetts
1500000US250250607001,414,145,91,58,91,58,0,14,0,14,0,14,0,14,0,14,0,14,239,133,74,48,165,135,0,14,0,14,0,14,0,14,0,14,0,14,41,37,0,14,43,29,1,607,Suffolk County,Massachusetts
1500000US250250607002,205,77,99,44,99,44,0,14,0,14,0,14,0,14,0,14,0,14,62,52,50,52,12,13,0,14,0,14,0,14,0,14,0,14,0,14,33,32,0,14,11,17,2,607,Suffolk County,Massachusetts
1500000US250250608001,727,171,294,76,294,76,0,14,0,14,0,14,0,14,0,14,0,14,256,113,211,50,45,67,0,14,0,14,0,14,0,14,0,14,0,14,60,50,0,14,117,124,1,608,Suffolk County,Massachusetts
1500000US250250608002,620,258,239,106,239,106,0,14,0,14,0,14,0,14,0,14,0,14,196,135,56,57,140,128,0,14,0,14,0,14,0,14,0,14,16,27,15,21,0,14,154,142,2,608,Suffolk County,Massachusetts
1500000US250250608003,863,285,341,208,312,206,29,24,29,24,0,14,0,14,0,14,0,14,58,46,38,38,20,24,0,14,0,14,0,14,13,21,15,25,29,34,111,99,46,71,250,142,3,608,Suffolk County,Massachusetts
1500000US250250608004,1275,338,366,128,326,126,40,39,25,31,15,24,0,14,0,14,0,14,437,232,298,208,125,94,14,24,0,14,0,14,35,59,0,14,13,21,166,120,0,14,258,147,4,608,Suffolk County,Massachusetts
1500000US250250610001,1313,384,650,244,601,236,49,49,49,49,0,14,0,14,0,14,0,14,304,140,220,128,84,66,0,14,0,14,0,14,0,14,0,14,0,14,112,78,7,13,240,96,1,610,Suffolk County,Massachusetts
1500000US250250610002,247,110,162,94,114,69,48,45,0,14,48,45,0,14,0,14,0,14,85,68,40,35,45,61,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,2,610,Suffolk County,Massachusetts
1500000US250250610003,178,100,19,23,0,14,19,23,8,14,0,14,11,19,0,14,0,14,114,87,55,61,59,55,0,14,0,14,0,14,0,14,0,14,0,14,36,49,0,14,9,17,3,610,Suffolk County,Massachusetts
1500000US250250611011,465,183,73,54,53,42,20,32,0,14,0,14,0,14,0,14,20,32,279,122,89,72,190,109,0,14,0,14,0,14,0,14,0,14,0,14,84,63,0,14,29,42,1,611.01,Suffolk County,Massachusetts
1500000US250250611012,500,168,145,92,145,92,0,14,0,14,0,14,0,14,0,14,0,14,314,120,169,104,127,72,18,27,0,14,0,14,18,26,0,14,7,11,16,26,0,14,0,14,2,611.01,Suffolk County,Massachusetts
1500000US250250612011,890,236,223,126,223,126,0,14,0,14,0,14,0,14,0,14,0,14,309,159,72,95,208,102,29,36,0,14,0,14,13,22,0,14,32,56,104,83,0,14,209,131,1,612.01,Suffolk County,Massachusetts
1500000US250250612021,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,1,612.02,Suffolk County,Massachusetts
1500000US250250612031,1652,322,439,117,416,117,23,29,23,29,0,14,0,14,0,14,0,14,546,267,86,63,454,263,6,9,0,14,0,14,0,14,0,14,16,19,313,132,0,14,338,122,1,612.03,Suffolk County,Massachusetts
1500000US250250612041,672,215,173,47,158,48,15,17,15,17,0,14,0,14,0,14,0,14,40,39,0,14,40,39,0,14,0,14,0,14,0,14,0,14,27,35,314,217,0,14,118,52,1,612.04,Suffolk County,Massachusetts
1500000US250250701021,228,117,36,57,36,57,0,14,0,14,0,14,0,14,0,14,0,14,64,69,0,14,64,69,0,14,0,14,0,14,0,14,0,14,0,14,78,59,0,14,50,44,1,701.02,Suffolk County,Massachusetts
1500000US250250701022,938,188,124,78,97,65,27,43,0,14,0,14,0,14,14,23,13,22,190,113,0,14,153,98,37,57,0,14,0,14,0,14,0,14,0,14,467,119,0,14,157,86,2,701.02,Suffolk County,Massachusetts
1500000US250250701023,71,62,6,10,0,14,6,10,6,10,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,58,58,0,14,7,12,3,701.02,Suffolk County,Massachusetts
1500000US250250701031,341,128,60,46,46,41,14,22,0,14,0,14,0,14,14,22,0,14,41,49,0,14,41,49,0,14,0,14,0,14,0,14,0,14,0,14,190,97,0,14,50,34,1,701.03,Suffolk County,Massachusetts
1500000US250250701041,704,145,99,64,99,64,0,14,0,14,0,14,0,14,0,14,0,14,76,61,26,44,50,50,0,14,0,14,0,14,0,14,0,14,20,33,339,148,12,21,158,103,1,701.04,Suffolk County,Massachusetts
1500000US250250701042,198,106,35,41,35,41,0,14,0,14,0,14,0,14,0,14,0,14,15,38,0,14,15,38,0,14,0,14,0,14,0,14,0,14,0,14,50,45,0,14,98,72,2,701.04,Suffolk County,Massachusetts
1500000US250250701043,540,176,130,96,110,89,20,32,20,32,0,14,0,14,0,14,0,14,50,53,0,14,50,53,0,14,0,14,0,14,0,14,0,14,0,14,231,115,17,27,112,65,3,701.04,Suffolk County,Massachusetts
1500000US250250702011,116,64,19,30,0,14,19,30,0,14,0,14,0,14,19,30,0,14,47,35,7,11,40,37,0,14,0,14,0,14,0,14,0,14,0,14,43,37,0,14,7,12,1,702.01,Suffolk County,Massachusetts
1500000US250250702012,1124,244,113,86,83,65,30,31,30,31,0,14,0,14,0,14,0,14,202,77,48,53,134,65,20,21,0,14,0,14,0,14,0,14,4,8,616,207,0,14,189,104,2,702.01,Suffolk County,Massachusetts
1500000US250250702021,1796,416,224,129,181,112,43,66,0,14,0,14,0,14,0,14,43,66,393,236,88,77,295,218,10,16,0,14,0,14,16,21,19,30,0,14,716,254,0,14,428,266,1,702.02,Suffolk County,Massachusetts
1500000US250250702022,259,115,31,31,17,20,14,22,0,14,0,14,0,14,14,22,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,150,67,12,19,66,55,2,702.02,Suffolk County,Massachusetts
1500000US250250703011,767,271,226,162,226,162,0,14,0,14,0,14,0,14,0,14,0,14,130,107,10,17,56,52,64,93,0,14,0,14,0,14,0,14,0,14,203,131,0,14,208,96,1,703.01,Suffolk County,Massachusetts
1500000US250250703012,725,197,221,104,221,104,0,14,0,14,0,14,0,14,0,14,0,14,101,72,20,23,81,69,0,14,0,14,0,14,0,14,0,14,33,50,285,129,0,14,85,70,2,703.01,Suffolk County,Massachusetts
1500000US250250703021,459,172,86,53,86,53,0,14,0,14,0,14,0,14,0,14,0,14,101,83,0,14,101,83,0,14,0,14,0,14,0,14,0,14,0,14,140,114,45,70,87,50,1,703.02,Suffolk County,Massachusetts
1500000US250250703022,295,86,167,75,167,75,0,14,0,14,0,14,0,14,0,14,0,14,34,40,0,14,34,40,0,14,0,14,0,14,0,14,0,14,0,14,58,50,0,14,36,31,2,703.02,Suffolk County,Massachusetts
1500000US250250703023,231,109,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,116,85,24,39,18,28,36,41,38,43,0,14,0,14,0,14,23,29,62,75,14,24,16,20,3,703.02,Suffolk County,Massachusetts
1500000US250250704021,1228,225,218,85,192,71,26,29,26,29,0,14,0,14,0,14,0,14,98,47,31,22,67,38,0,14,0,14,0,14,5,10,0,14,30,27,536,152,33,32,308,130,1,704.02,Suffolk County,Massachusetts
1500000US250250704022,383,125,143,78,83,50,60,58,51,55,9,14,0,14,0,14,0,14,71,28,15,17,56,28,0,14,0,14,0,14,0,14,0,14,19,25,81,42,0,14,69,73,2,704.02,Suffolk County,Massachusetts
1500000US250250705011,944,227,273,184,248,194,25,33,25,33,0,14,0,14,0,14,0,14,10,17,10,17,0,14,0,14,0,14,0,14,0,14,0,14,45,72,515,191,0,14,101,52,1,705.01,Suffolk County,Massachusetts
1500000US250250705012,475,177,175,103,175,103,0,14,0,14,0,14,0,14,0,14,0,14,63,66,63,66,0,14,0,14,0,14,0,14,0,14,0,14,24,32,85,74,13,27,115,85,2,705.01,Suffolk County,Massachusetts
1500000US250250705021,737,356,120,92,87,76,33,54,33,54,0,14,0,14,0,14,0,14,43,50,0,14,43,50,0,14,0,14,0,14,0,14,0,14,12,20,373,320,0,14,189,119,1,705.02,Suffolk County,Massachusetts
1500000US250250705022,682,214,168,111,141,108,27,23,0,14,0,14,24,22,3,8,0,14,184,127,151,117,22,26,11,17,0,14,0,14,0,14,0,14,0,14,246,161,0,14,84,70,2,705.02,Suffolk County,Massachusetts
1500000US250250706001,663,156,157,102,110,62,47,54,47,54,0,14,0,14,0,14,0,14,93,47,30,28,16,19,47,42,0,14,0,14,0,14,0,14,78,44,219,85,0,14,116,63,1,706,Suffolk County,Massachusetts
1500000US250250706002,805,171,201,93,177,86,24,36,24,36,0,14,0,14,0,14,0,14,130,65,31,21,89,62,10,16,0,14,0,14,0,14,0,14,20,22,177,65,8,13,269,129,2,706,Suffolk County,Massachusetts
1500000US250250707001,645,184,165,86,122,63,43,54,43,54,0,14,0,14,0,14,0,14,168,84,24,31,144,87,0,14,0,14,0,14,0,14,0,14,0,14,212,138,0,14,100,74,1,707,Suffolk County,Massachusetts
1500000US250250707002,1067,351,164,98,154,96,10,17,10,17,0,14,0,14,0,14,0,14,306,273,9,14,283,271,14,22,0,14,0,14,13,21,0,14,56,60,189,96,153,155,186,98,2,707,Suffolk County,Massachusetts
1500000US250250708011,591,234,99,50,89,48,10,20,10,20,0,14,0,14,0,14,0,14,264,118,9,14,255,119,0,14,0,14,0,14,0,14,0,14,0,14,85,50,0,14,143,199,1,708.01,Suffolk County,Massachusetts
1500000US250250708021,1023,274,183,122,154,113,29,48,29,48,0,14,0,14,0,14,0,14,266,147,58,55,186,138,22,35,0,14,0,14,0,14,0,14,41,54,314,165,0,14,219,131,1,708.02,Suffolk County,Massachusetts
1500000US250250708022,512,146,101,51,101,51,0,14,0,14,0,14,0,14,0,14,0,14,183,106,16,27,147,97,20,35,0,14,0,14,0,14,0,14,0,14,90,70,0,14,138,75,2,708.02,Suffolk County,Massachusetts
1500000US250250709011,640,215,152,92,61,48,91,83,91,83,0,14,0,14,0,14,0,14,350,149,172,134,178,74,0,14,0,14,0,14,17,24,0,14,0,14,33,40,0,14,88,74,1,709.01,Suffolk County,Massachusetts
1500000US250250709021,584,175,141,107,92,65,49,47,49,47,0,14,0,14,0,14,0,14,138,72,42,42,56,50,11,16,0,14,29,37,0,14,0,14,8,13,173,96,0,14,124,56,1,709.02,Suffolk County,Massachusetts
1500000US250250709022,728,194,264,166,248,165,16,20,5,11,11,17,0,14,0,14,0,14,135,69,74,65,41,27,20,24,0,14,0,14,6,10,10,15,13,21,206,68,0,14,94,52,2,709.02,Suffolk County,Massachusetts
1500000US250250711011,744,216,103,80,103,80,0,14,0,14,0,14,0,14,0,14,0,14,249,180,220,174,29,45,0,14,0,14,0,14,0,14,0,14,65,51,211,106,0,14,116,82,1,711.01,Suffolk County,Massachusetts
1500000US250250711012,449,145,119,95,119,95,0,14,0,14,0,14,0,14,0,14,0,14,146,106,97,83,49,80,0,14,0,14,0,14,0,14,0,14,0,14,158,68,0,14,26,30,2,711.01,Suffolk County,Massachusetts
1500000US250250711013,677,292,260,153,224,130,36,60,36,60,0,14,0,14,0,14,0,14,170,125,72,90,16,25,68,81,14,24,0,14,0,14,0,14,14,22,126,91,0,14,107,86,3,711.01,Suffolk County,Massachusetts
1500000US250250711014,332,253,159,124,159,124,0,14,0,14,0,14,0,14,0,14,0,14,63,77,18,28,45,72,0,14,0,14,0,14,0,14,0,14,0,14,29,36,0,14,81,92,4,711.01,Suffolk County,Massachusetts
1500000US250250712011,645,137,251,88,239,87,12,16,12,16,0,14,0,14,0,14,0,14,111,68,34,36,71,57,0,14,6,9,0,14,11,17,0,14,26,24,107,55,0,14,139,65,1,712.01,Suffolk County,Massachusetts
1500000US250250712012,385,168,67,55,48,38,19,37,0,14,0,14,0,14,0,14,19,37,104,68,50,47,54,35,0,14,0,14,0,14,0,14,0,14,24,27,113,67,0,14,77,45,2,712.01,Suffolk County,Massachusetts
1500000US250250712013,184,81,52,58,52,58,0,14,0,14,0,14,0,14,0,14,0,14,29,33,10,17,19,30,0,14,0,14,0,14,20,31,0,14,0,14,20,23,9,13,54,42,3,712.01,Suffolk County,Massachusetts
1500000US250250712014,462,194,160,101,126,99,34,40,34,40,0,14,0,14,0,14,0,14,147,123,41,39,106,105,0,14,0,14,0,14,0,14,0,14,21,24,84,67,0,14,50,44,4,712.01,Suffolk County,Massachusetts
1500000US250250801001,463,204,85,40,80,41,5,8,5,8,0,14,0,14,0,14,0,14,250,175,179,116,71,101,0,14,0,14,0,14,6,10,0,14,15,24,71,42,17,28,19,18,1,801,Suffolk County,Massachusetts
1500000US250250801002,293,179,132,92,130,91,2,4,2,4,0,14,0,14,0,14,0,14,83,92,77,83,6,17,0,14,0,14,0,14,8,17,0,14,24,28,23,25,11,18,12,12,2,801,Suffolk County,Massachusetts
1500000US250250803001,227,153,90,97,15,16,75,95,75,95,0,14,0,14,0,14,0,14,121,117,54,37,67,110,0,14,0,14,0,14,13,14,0,14,0,14,0,14,3,10,0,14,1,803,Suffolk County,Massachusetts
1500000US250250803002,597,211,251,109,161,87,90,62,88,64,2,8,0,14,0,14,0,14,235,155,166,110,69,68,0,14,0,14,0,14,0,14,0,14,44,48,36,34,0,14,31,34,2,803,Suffolk County,Massachusetts
1500000US250250804011,548,240,315,175,305,175,10,15,10,15,0,14,0,14,0,14,0,14,114,85,100,80,14,24,0,14,0,14,0,14,0,14,0,14,49,78,38,35,21,36,11,16,1,804.01,Suffolk County,Massachusetts
1500000US250250804012,676,190,245,128,218,119,27,32,27,32,0,14,0,14,0,14,0,14,172,96,159,94,13,18,0,14,0,14,0,14,0,14,0,14,0,14,200,148,48,56,11,16,2,804.01,Suffolk County,Massachusetts
1500000US250250805001,415,145,110,77,110,77,0,14,0,14,0,14,0,14,0,14,0,14,147,92,102,90,33,28,12,17,0,14,0,14,0,14,0,14,36,36,23,29,39,32,60,37,1,805,Suffolk County,Massachusetts
1500000US250250805002,888,295,388,186,303,150,85,88,25,34,38,58,0,14,0,14,22,35,342,231,269,221,65,57,8,12,0,14,0,14,0,14,0,14,0,14,54,41,53,56,51,56,2,805,Suffolk County,Massachusetts
1500000US250250806011,1197,211,298,154,211,117,87,87,70,97,0,14,0,14,17,23,0,14,248,101,173,90,75,48,0,14,0,14,0,14,0,14,0,14,29,28,508,172,11,20,103,72,1,806.01,Suffolk County,Massachusetts
1500000US250250806012,73,70,18,29,18,29,0,14,0,14,0,14,0,14,0,14,0,14,55,54,10,16,45,51,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,2,806.01,Suffolk County,Massachusetts
1500000US250250806013,58,49,17,20,11,13,6,9,6,9,0,14,0,14,0,14,0,14,9,11,5,8,4,8,0,14,0,14,0,14,0,14,0,14,0,14,32,44,0,14,0,14,3,806.01,Suffolk County,Massachusetts
1500000US250250808011,1051,499,224,187,209,183,15,34,5,11,5,11,0,14,0,14,5,11,415,334,259,281,143,133,0,14,13,26,0,14,0,14,0,14,0,14,362,89,0,14,50,61,1,808.01,Suffolk County,Massachusetts
1500000US250250808012,592,216,158,115,158,115,0,14,0,14,0,14,0,14,0,14,0,14,153,82,48,30,105,66,0,14,0,14,0,14,0,14,0,14,0,14,255,130,26,38,0,14,2,808.01,Suffolk County,Massachusetts
1500000US250250809001,753,186,182,100,182,100,0,14,0,14,0,14,0,14,0,14,0,14,251,106,54,47,167,99,0,14,30,33,0,14,0,14,0,14,0,14,259,125,0,14,61,60,1,809,Suffolk County,Massachusetts
1500000US250250809002,856,306,179,99,154,92,25,41,25,41,0,14,0,14,0,14,0,14,353,184,70,74,267,154,16,24,0,14,0,14,0,14,0,14,0,14,252,121,0,14,72,61,2,809,Suffolk County,Massachusetts
1500000US250250809003,264,124,29,22,29,22,0,14,0,14,0,14,0,14,0,14,0,14,80,47,4,6,54,39,0,14,22,26,0,14,0,14,0,14,0,14,120,84,0,14,35,29,3,809,Suffolk County,Massachusetts
1500000US250250810011,362,273,97,103,97,103,0,14,0,14,0,14,0,14,0,14,0,14,82,62,8,15,74,57,0,14,0,14,0,14,0,14,0,14,0,14,80,82,0,14,103,121,1,810.01,Suffolk County,Massachusetts
1500000US250250810012,1013,379,150,125,133,131,17,25,17,25,0,14,0,14,0,14,0,14,325,188,47,44,278,187,0,14,0,14,0,14,12,19,0,14,41,66,364,179,0,14,121,100,2,810.01,Suffolk County,Massachusetts
1500000US250250810013,346,238,44,60,8,13,36,58,0,14,0,14,36,58,0,14,0,14,175,98,14,27,153,96,0,14,8,12,0,14,0,14,0,14,0,14,29,36,0,14,98,155,3,810.01,Suffolk County,Massachusetts
1500000US250250810014,534,172,11,18,11,18,0,14,0,14,0,14,0,14,0,14,0,14,183,109,106,94,49,40,0,14,28,46,0,14,16,29,0,14,0,14,229,105,61,68,34,50,4,810.01,Suffolk County,Massachusetts
1500000US250250810015,112,68,26,33,26,33,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,86,63,0,14,0,14,5,810.01,Suffolk County,Massachusetts
1500000US250250811011,262,119,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,200,111,80,96,88,72,0,14,32,51,0,14,0,14,0,14,0,14,35,41,0,14,27,42,1,811.01,Suffolk County,Massachusetts
1500000US250250811012,614,146,36,42,36,42,0,14,0,14,0,14,0,14,0,14,0,14,146,77,61,44,85,70,0,14,0,14,0,14,25,32,0,14,0,14,291,139,0,14,116,73,2,811.01,Suffolk County,Massachusetts
1500000US250250811021,759,334,327,192,261,175,66,40,66,40,0,14,0,14,0,14,0,14,135,54,61,72,74,69,0,14,0,14,0,14,6,10,0,14,19,21,227,166,13,21,32,46,1,811.02,Suffolk County,Massachusetts
1500000US250250811022,918,439,208,128,166,109,42,67,42,67,0,14,0,14,0,14,0,14,144,95,23,38,108,81,13,20,0,14,0,14,0,14,0,14,9,15,450,362,28,48,79,59,2,811.02,Suffolk County,Massachusetts
1500000US250250812001,579,181,226,99,187,83,39,53,39,53,0,14,0,14,0,14,0,14,159,68,11,16,141,64,7,11,0,14,0,14,0,14,0,14,68,57,87,73,3,5,36,30,1,812,Suffolk County,Massachusetts
1500000US250250812002,753,241,244,135,201,113,43,50,19,32,24,38,0,14,0,14,0,14,346,158,154,92,179,118,13,20,0,14,0,14,0,14,0,14,0,14,121,95,0,14,42,52,2,812,Suffolk County,Massachusetts
1500000US250250812003,198,135,76,84,54,75,22,36,22,36,0,14,0,14,0,14,0,14,90,62,39,46,51,31,0,14,0,14,0,14,0,14,0,14,0,14,12,19,0,14,20,32,3,812,Suffolk County,Massachusetts
1500000US250250813011,131,125,81,80,81,80,0,14,0,14,0,14,0,14,0,14,0,14,50,69,32,55,18,47,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,1,813.01,Suffolk County,Massachusetts
1500000US250250813012,727,252,373,175,315,202,58,64,0,14,58,64,0,14,0,14,0,14,210,128,138,130,72,66,0,14,0,14,0,14,0,14,0,14,69,81,23,24,0,14,52,70,2,813.01,Suffolk County,Massachusetts
1500000US250250813021,484,304,234,184,234,184,0,14,0,14,0,14,0,14,0,14,0,14,157,188,87,97,70,95,0,14,0,14,0,14,0,14,0,14,0,14,20,34,0,14,73,111,1,813.02,Suffolk County,Massachusetts
1500000US250250813022,446,221,197,211,197,211,0,14,0,14,0,14,0,14,0,14,0,14,101,108,27,37,74,105,0,14,0,14,0,14,85,111,0,14,22,39,15,24,0,14,26,49,2,813.02,Suffolk County,Massachusetts
1500000US250250814001,302,180,59,78,59,78,0,14,0,14,0,14,0,14,0,14,0,14,96,78,41,54,55,43,0,14,0,14,0,14,0,14,0,14,46,54,21,20,0,14,80,80,1,814,Suffolk County,Massachusetts
1500000US250250814002,476,167,144,77,144,77,0,14,0,14,0,14,0,14,0,14,0,14,253,145,112,121,141,91,0,14,0,14,0,14,0,14,0,14,20,23,49,43,0,14,10,18,2,814,Suffolk County,Massachusetts
1500000US250250814003,730,232,300,118,266,116,34,47,34,47,0,14,0,14,0,14,0,14,147,105,23,29,115,94,0,14,9,15,0,14,0,14,0,14,96,89,63,48,16,31,108,94,3,814,Suffolk County,Massachusetts
1500000US250250814004,228,130,104,81,104,81,0,14,0,14,0,14,0,14,0,14,0,14,68,54,12,20,56,49,0,14,0,14,0,14,0,14,0,14,18,26,21,32,0,14,17,22,4,814,Suffolk County,Massachusetts
1500000US250250815001,572,177,348,129,342,128,6,9,6,9,0,14,0,14,0,14,0,14,81,44,8,13,73,43,0,14,0,14,0,14,0,14,0,14,42,24,49,53,0,14,52,49,1,815,Suffolk County,Massachusetts
1500000US250250815002,679,187,348,128,324,124,24,35,14,18,0,14,10,17,0,14,0,14,214,108,107,58,107,80,0,14,0,14,0,14,10,17,0,14,0,14,23,28,0,14,84,74,2,815,Suffolk County,Massachusetts
1500000US250250817001,284,171,92,65,40,37,52,45,52,45,0,14,0,14,0,14,0,14,34,35,34,35,0,14,0,14,0,14,0,14,0,14,0,14,0,14,57,42,0,14,101,141,1,817,Suffolk County,Massachusetts
1500000US250250817002,246,157,129,130,116,114,13,22,13,22,0,14,0,14,0,14,0,14,39,41,39,41,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,57,85,21,30,2,817,Suffolk County,Massachusetts
1500000US250250817003,343,186,113,103,113,103,0,14,0,14,0,14,0,14,0,14,0,14,89,78,89,78,0,14,0,14,0,14,0,14,0,14,0,14,0,14,76,61,0,14,65,73,3,817,Suffolk County,Massachusetts
1500000US250250817004,620,265,281,194,269,191,12,19,12,19,0,14,0,14,0,14,0,14,286,164,155,101,81,88,50,69,0,14,0,14,0,14,0,14,0,14,0,14,0,14,53,43,4,817,Suffolk County,Massachusetts
1500000US250250817005,172,124,114,105,114,105,0,14,0,14,0,14,0,14,0,14,0,14,58,49,47,42,11,24,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,5,817,Suffolk County,Massachusetts
1500000US250250818001,503,232,236,127,208,120,28,41,28,41,0,14,0,14,0,14,0,14,224,186,199,182,25,32,0,14,0,14,0,14,0,14,0,14,0,14,43,111,0,14,0,14,1,818,Suffolk County,Massachusetts
1500000US250250818002,550,293,217,149,217,149,0,14,0,14,0,14,0,14,0,14,0,14,123,87,123,87,0,14,0,14,0,14,0,14,0,14,0,14,17,29,141,157,29,45,23,31,2,818,Suffolk County,Massachusetts
1500000US250250818003,393,177,140,84,123,71,17,26,0,14,17,26,0,14,0,14,0,14,177,127,177,127,0,14,0,14,0,14,0,14,0,14,0,14,0,14,49,51,0,14,27,33,3,818,Suffolk County,Massachusetts
1500000US250250819001,469,204,291,171,130,90,161,142,161,142,0,14,0,14,0,14,0,14,136,88,68,42,68,61,0,14,0,14,0,14,0,14,0,14,0,14,0,14,29,46,13,21,1,819,Suffolk County,Massachusetts
1500000US250250819002,596,590,307,327,301,331,6,11,6,11,0,14,0,14,0,14,0,14,289,276,94,82,195,266,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,2,819,Suffolk County,Massachusetts
1500000US250250819003,468,235,340,202,228,174,112,108,90,100,22,33,0,14,0,14,0,14,128,92,61,58,67,62,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,3,819,Suffolk County,Massachusetts
1500000US250250819004,343,162,128,91,100,83,28,31,13,21,15,20,0,14,0,14,0,14,166,124,107,88,0,14,59,89,0,14,0,14,0,14,0,14,0,14,0,14,0,14,49,55,4,819,Suffolk County,Massachusetts
1500000US250250820001,1120,417,595,278,510,176,85,140,85,140,0,14,0,14,0,14,0,14,426,182,291,98,135,131,0,14,0,14,0,14,0,14,0,14,0,14,35,39,48,58,16,27,1,820,Suffolk County,Massachusetts
1500000US250250820002,269,130,68,57,53,51,15,23,15,23,0,14,0,14,0,14,0,14,155,87,134,79,0,14,0,14,0,14,21,35,0,14,0,14,0,14,22,27,0,14,24,26,2,820,Suffolk County,Massachusetts
1500000US250250820003,299,154,141,98,63,55,78,95,23,37,55,89,0,14,0,14,0,14,136,101,72,76,39,53,0,14,0,14,25,39,0,14,0,14,0,14,0,14,0,14,22,34,3,820,Suffolk County,Massachusetts
1500000US250250821001,222,164,178,148,135,132,43,69,43,69,0,14,0,14,0,14,0,14,42,63,40,62,2,7,0,14,0,14,0,14,0,14,0,14,0,14,0,14,2,7,0,14,1,821,Suffolk County,Massachusetts
1500000US250250821002,618,262,256,222,159,157,97,162,97,162,0,14,0,14,0,14,0,14,342,138,0,14,342,138,0,14,0,14,0,14,0,14,0,14,0,14,0,14,20,33,0,14,2,821,Suffolk County,Massachusetts
1500000US250250821003,1087,482,290,194,267,187,23,43,0,14,23,43,0,14,0,14,0,14,520,344,281,200,197,241,0,14,42,68,0,14,0,14,0,14,99,141,23,72,0,14,155,163,3,821,Suffolk County,Massachusetts
1500000US250250901001,522,264,290,154,245,129,45,53,0,14,45,53,0,14,0,14,0,14,172,151,172,151,0,14,0,14,0,14,0,14,29,47,0,14,0,14,31,49,0,14,0,14,1,901,Suffolk County,Massachusetts
1500000US250250901002,416,203,230,137,178,108,52,50,52,50,0,14,0,14,0,14,0,14,122,84,79,64,43,58,0,14,0,14,0,14,0,14,0,14,0,14,35,57,0,14,29,34,2,901,Suffolk County,Massachusetts
1500000US250250901003,306,193,217,124,141,72,76,74,61,70,15,27,0,14,0,14,0,14,59,92,49,89,10,17,0,14,0,14,0,14,13,21,0,14,0,14,17,28,0,14,0,14,3,901,Suffolk County,Massachusetts
1500000US250250901004,670,256,390,192,390,192,0,14,0,14,0,14,0,14,0,14,0,14,159,114,143,111,16,25,0,14,0,14,0,14,0,14,0,14,0,14,25,37,22,36,74,66,4,901,Suffolk County,Massachusetts
1500000US250250901005,169,128,31,40,17,21,14,21,14,21,0,14,0,14,0,14,0,14,122,121,122,121,0,14,0,14,0,14,0,14,0,14,0,14,5,9,0,14,11,17,0,14,5,901,Suffolk County,Massachusetts
