Geography,Total Estimate,Total Margin of Error,Estimate - 12 00 a.m. to 4 59 a.m.,Margin of Error - 12 00 a.m. to 4 59 a.m.,Estimate - 5 00 a.m. to 5 29 a.m.,Margin of Error - 5 00 a.m. to 5 29 a.m.,Estimate - 5 30 a.m. to 5 59 a.m.,Margin of Error - 5 30 a.m. to 5 59 a.m.,Estimate - 6 00 a.m. to 6 29 a.m.,Margin of Error - 6 00 a.m. to 6 29 a.m.,Estimate - 6 30 a.m. to 6 59 a.m.,Margin of Error - 6 30 a.m. to 6 59 a.m.,Estimate - 7 00 a.m. to 7 29 a.m.,Margin of Error - 7 00 a.m. to 7 29 a.m.,Estimate - 7 30 a.m. to 7 59 a.m.,Margin of Error - 7 30 a.m. to 7 59 a.m.,Estimate - 8 00 a.m. to 8 29 a.m.,Margin of Error - 8 00 a.m. to 8 29 a.m.,Estimate - 8 30 a.m. to 8 59 a.m.,Margin of Error - 8 30 a.m. to 8 59 a.m.,Estimate - 9 00 a.m. to 9 59 a.m.,Margin of Error - 9 00 a.m. to 9 59 a.m.,Estimate - 10 00 a.m. to 10 59 a.m.,Margin of Error - 10 00 a.m. to 10 59 a.m.,Estimate - 11 00 a.m. to 11 59 a.m.,Margin of Error - 11 00 a.m. to 11 59 a.m.,Estimate - 12 00 p.m. to 3 59 p.m.,Margin of Error - 12 00 p.m. to 3 59 p.m.,Estimate - 4 00 p.m. to 11 59 p.m.,Margin of Error - 4 00 p.m. to 11 59 p.m.,Block Group,Census Tract,County,State
1500000US250251704001,286,165,15,24,0,12,18,29,16,25,27,30,24,41,84,78,49,41,0,12,0,12,0,12,14,23,39,62,0,12,1,1704,Suffolk County,Massachusetts
1500000US250251704002,701,255,14,22,62,78,13,22,30,47,82,66,64,61,9,15,155,145,0,12,78,68,14,24,0,12,60,57,120,111,2,1704,Suffolk County,Massachusetts
1500000US250251704003,454,169,4,14,15,27,0,12,49,53,13,21,58,72,54,44,14,25,26,44,41,38,0,12,0,12,87,64,93,90,3,1704,Suffolk County,Massachusetts
1500000US250251704004,1611,389,81,81,97,83,123,104,129,88,151,176,323,164,100,87,42,32,63,52,139,117,73,73,0,12,109,90,181,118,4,1704,Suffolk County,Massachusetts
1500000US250251705011,1186,211,50,41,96,73,96,64,106,52,9,14,179,82,130,65,75,54,93,74,113,91,58,64,12,18,141,87,28,24,1,1705.01,Suffolk County,Massachusetts
1500000US250251705012,608,155,38,33,25,39,19,22,44,34,74,46,95,84,122,67,59,46,0,12,56,61,0,12,0,12,44,30,32,26,2,1705.01,Suffolk County,Massachusetts
1500000US250251705021,430,147,27,43,0,12,8,12,73,48,36,38,88,47,66,44,83,65,0,12,18,19,0,12,0,12,15,16,16,17,1,1705.02,Suffolk County,Massachusetts
1500000US250251705022,652,145,46,36,18,27,0,12,68,42,91,83,149,62,35,27,59,29,8,12,73,50,11,20,17,18,27,26,50,45,2,1705.02,Suffolk County,Massachusetts
1500000US250251706011,849,228,51,39,61,33,49,49,26,27,62,68,224,106,42,33,134,92,9,13,70,65,22,25,12,20,43,30,44,30,1,1706.01,Suffolk County,Massachusetts
1500000US250251706012,750,250,96,54,9,14,31,39,15,21,88,71,87,89,144,119,96,51,17,19,41,39,0,12,9,14,27,26,90,95,2,1706.01,Suffolk County,Massachusetts
1500000US250251706013,687,202,45,39,30,49,34,38,77,59,89,95,88,51,59,45,76,75,32,29,31,28,0,12,18,20,66,52,42,33,3,1706.01,Suffolk County,Massachusetts
1500000US250251706014,728,461,61,66,106,161,108,137,61,45,9,16,111,94,83,65,28,21,0,12,0,12,12,19,0,12,89,65,60,62,4,1706.01,Suffolk County,Massachusetts
1500000US250251707011,365,109,35,37,0,12,30,24,14,16,36,22,33,26,98,64,19,21,13,15,6,9,7,10,0,12,10,18,64,43,1,1707.01,Suffolk County,Massachusetts
1500000US250251707012,788,167,43,40,23,23,7,10,58,38,76,63,64,37,73,49,117,69,46,32,88,50,6,10,12,12,69,42,106,65,2,1707.01,Suffolk County,Massachusetts
1500000US250251707021,322,199,0,12,59,94,0,12,75,81,0,12,27,44,31,57,21,34,41,36,35,46,0,12,0,12,14,28,19,28,1,1707.02,Suffolk County,Massachusetts
1500000US250251707022,496,320,22,37,1,6,15,31,100,131,0,12,53,71,67,91,33,51,68,105,37,42,0,12,0,12,84,101,16,36,2,1707.02,Suffolk County,Massachusetts
1500000US250251707023,1127,354,48,76,67,107,103,74,258,206,86,118,274,144,82,95,33,48,0,12,0,12,7,12,54,42,95,91,20,31,3,1707.02,Suffolk County,Massachusetts
1500000US250251707024,899,485,46,69,140,135,37,39,0,12,104,166,76,66,17,26,40,54,63,101,187,212,19,32,0,12,61,69,109,105,4,1707.02,Suffolk County,Massachusetts
1500000US250251707025,650,248,19,30,21,34,0,12,17,34,101,141,46,65,39,44,199,170,0,12,59,68,0,12,10,15,99,104,40,46,5,1707.02,Suffolk County,Massachusetts
1500000US250251708001,1380,417,94,93,102,102,0,12,62,54,92,96,203,147,81,60,146,101,89,81,112,103,13,20,61,70,217,229,108,83,1,1708,Suffolk County,Massachusetts
1500000US250251708002,576,248,0,12,21,33,22,35,20,36,32,40,217,151,18,32,86,70,0,12,35,46,0,12,16,24,36,28,73,91,2,1708,Suffolk County,Massachusetts
1500000US250251708003,393,169,2,4,150,123,1,2,25,37,0,12,75,68,0,12,58,75,0,12,0,12,49,77,0,12,0,12,33,44,3,1708,Suffolk County,Massachusetts
1500000US250251708004,348,153,8,19,46,45,14,23,13,22,49,46,42,51,38,45,33,41,0,12,0,12,23,31,0,12,27,35,55,49,4,1708,Suffolk County,Massachusetts
1500000US250251801011,628,243,22,29,99,120,15,26,70,92,40,48,31,36,29,40,139,86,0,12,0,12,159,163,0,12,24,32,0,12,1,1801.01,Suffolk County,Massachusetts
1500000US250251801012,787,314,14,22,76,75,23,26,30,29,22,53,71,61,138,104,132,208,46,42,65,80,50,79,0,12,58,80,62,47,2,1801.01,Suffolk County,Massachusetts
1500000US250251801013,1165,316,143,108,18,28,32,37,0,12,123,87,111,68,286,184,49,79,45,52,85,120,84,113,0,12,121,113,68,72,3,1801.01,Suffolk County,Massachusetts
1500000US250251802001,727,245,73,53,14,21,11,19,0,12,36,34,102,67,88,51,89,59,84,76,33,36,97,124,0,12,68,61,32,36,1,1802,Suffolk County,Massachusetts
1500000US250251802002,408,181,22,28,22,24,0,12,29,25,23,28,38,34,14,15,49,39,28,28,0,12,44,54,25,29,0,12,114,134,2,1802,Suffolk County,Massachusetts
1500000US250251802003,393,184,0,12,0,12,51,77,32,37,25,25,55,43,27,25,133,113,0,12,23,26,8,12,0,12,14,23,25,29,3,1802,Suffolk County,Massachusetts
1500000US250251802004,693,153,33,30,22,26,56,48,29,32,50,37,102,61,64,62,156,110,85,60,6,10,41,33,0,12,20,25,29,49,4,1802,Suffolk County,Massachusetts
1500000US250251803011,302,124,0,12,10,16,10,16,22,24,7,13,10,16,45,29,105,106,13,14,44,41,0,12,0,12,36,43,0,12,1,1803.01,Suffolk County,Massachusetts
1500000US250251803012,420,130,0,12,0,12,0,12,123,87,64,39,104,58,9,16,52,38,14,22,35,39,10,14,9,14,0,12,0,12,2,1803.01,Suffolk County,Massachusetts
1500000US250251803013,288,95,23,26,0,12,0,12,29,47,11,17,82,51,32,28,35,33,11,16,0,12,19,28,0,12,10,15,36,31,3,1803.01,Suffolk County,Massachusetts
1500000US250251803014,416,132,0,12,0,12,0,12,34,45,35,31,77,38,108,65,75,48,9,13,65,46,0,12,6,10,7,10,0,12,4,1803.01,Suffolk County,Massachusetts
1500000US250251804001,595,122,0,12,17,25,0,12,53,38,46,31,77,37,115,45,125,72,36,26,33,33,6,9,51,39,18,16,18,19,1,1804,Suffolk County,Massachusetts
1500000US250251804002,643,181,28,26,0,12,33,36,60,54,22,20,122,65,100,54,82,50,49,39,16,20,23,19,7,10,95,121,6,9,2,1804,Suffolk County,Massachusetts
1500000US250251805001,863,203,21,23,28,32,59,44,117,67,68,51,205,113,51,34,29,34,27,24,51,41,48,66,0,12,69,55,90,64,1,1805,Suffolk County,Massachusetts
1500000US250251805002,273,126,0,12,0,12,24,37,38,49,0,12,56,49,58,44,10,16,13,20,7,13,0,12,0,12,67,67,0,12,2,1805,Suffolk County,Massachusetts
1500000US250251805003,642,167,96,62,20,31,0,12,84,69,74,62,88,51,73,45,25,24,12,17,33,41,8,14,0,12,108,73,21,23,3,1805,Suffolk County,Massachusetts
1500000US250251805004,646,164,31,29,10,15,0,12,67,51,133,61,104,77,73,43,70,46,47,57,23,35,8,13,0,12,33,30,47,42,4,1805,Suffolk County,Massachusetts
1500000US250259801011,69,91,0,12,0,12,0,12,39,90,18,38,5,13,6,13,0,12,0,12,0,12,0,12,1,3,0,12,0,12,1,9801.01,Suffolk County,Massachusetts
1500000US250259803001,42,61,0,12,0,12,9,22,0,12,0,12,0,12,0,12,5,11,0,12,0,12,0,12,0,12,19,23,9,22,1,9803,Suffolk County,Massachusetts
1500000US250259807001,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,9807,Suffolk County,Massachusetts
1500000US250259810001,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,9810,Suffolk County,Massachusetts
1500000US250259811001,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,9811,Suffolk County,Massachusetts
1500000US250259811002,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2,9811,Suffolk County,Massachusetts
1500000US250259811003,5,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,7,0,12,0,12,0,12,0,12,0,12,3,9811,Suffolk County,Massachusetts
1500000US250259811004,105,49,0,12,0,12,10,13,4,5,22,25,11,18,4,7,4,6,0,12,10,15,4,7,13,20,11,17,12,18,4,9811,Suffolk County,Massachusetts
1500000US250259812011,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,9812.01,Suffolk County,Massachusetts
1500000US250259812021,138,46,26,36,17,39,0,12,17,28,44,31,26,31,8,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,9812.02,Suffolk County,Massachusetts
1500000US250259813001,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,9813,Suffolk County,Massachusetts
1500000US250259813002,295,61,0,12,5,7,19,16,35,29,30,26,27,18,48,23,42,25,34,20,18,14,7,9,0,12,30,17,0,12,2,9813,Suffolk County,Massachusetts
1500000US250259815011,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,9815.01,Suffolk County,Massachusetts
1500000US250259815021,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,9815.02,Suffolk County,Massachusetts
1500000US250259816001,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,9816,Suffolk County,Massachusetts
1500000US250259817001,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,9817,Suffolk County,Massachusetts
1500000US250259818001,12,9,0,12,0,12,0,12,0,12,4,6,0,12,4,7,0,12,0,12,0,12,0,12,0,12,4,6,0,12,1,9818,Suffolk County,Massachusetts
1500000US250259901010,67,106,12,20,0,12,0,12,33,52,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,34,0,9901.01,Suffolk County,Massachusetts
