Geography,Total Estimate,Total Margin of Error,Estimate - 12 00 a.m. to 4 59 a.m.,Margin of Error - 12 00 a.m. to 4 59 a.m.,Estimate - 5 00 a.m. to 5 29 a.m.,Margin of Error - 5 00 a.m. to 5 29 a.m.,Estimate - 5 30 a.m. to 5 59 a.m.,Margin of Error - 5 30 a.m. to 5 59 a.m.,Estimate - 6 00 a.m. to 6 29 a.m.,Margin of Error - 6 00 a.m. to 6 29 a.m.,Estimate - 6 30 a.m. to 6 59 a.m.,Margin of Error - 6 30 a.m. to 6 59 a.m.,Estimate - 7 00 a.m. to 7 29 a.m.,Margin of Error - 7 00 a.m. to 7 29 a.m.,Estimate - 7 30 a.m. to 7 59 a.m.,Margin of Error - 7 30 a.m. to 7 59 a.m.,Estimate - 8 00 a.m. to 8 29 a.m.,Margin of Error - 8 00 a.m. to 8 29 a.m.,Estimate - 8 30 a.m. to 8 59 a.m.,Margin of Error - 8 30 a.m. to 8 59 a.m.,Estimate - 9 00 a.m. to 9 59 a.m.,Margin of Error - 9 00 a.m. to 9 59 a.m.,Estimate - 10 00 a.m. to 10 59 a.m.,Margin of Error - 10 00 a.m. to 10 59 a.m.,Estimate - 11 00 a.m. to 11 59 a.m.,Margin of Error - 11 00 a.m. to 11 59 a.m.,Estimate - 12 00 p.m. to 3 59 p.m.,Margin of Error - 12 00 p.m. to 3 59 p.m.,Estimate - 4 00 p.m. to 11 59 p.m.,Margin of Error - 4 00 p.m. to 11 59 p.m.,Block Group,Census Tract,County,State
1500000US250250408011,276,90,0,12,11,17,0,12,0,12,53,50,0,12,14,24,33,30,9,14,70,48,9,15,0,12,67,57,10,16,1,408.01,Suffolk County,Massachusetts
1500000US250250408012,395,190,0,12,0,12,0,12,25,25,8,13,29,28,35,43,70,66,11,17,33,40,48,45,35,32,101,68,0,12,2,408.01,Suffolk County,Massachusetts
1500000US250250408013,1484,194,0,12,10,16,22,29,98,61,154,69,102,49,287,109,391,111,150,73,153,68,36,38,21,24,23,22,37,31,3,408.01,Suffolk County,Massachusetts
1500000US250250501011,1008,284,0,12,31,41,39,54,177,105,94,75,37,37,79,56,248,144,27,27,92,70,23,26,6,10,65,64,90,100,1,501.01,Suffolk County,Massachusetts
1500000US250250501012,511,174,23,20,21,34,0,12,134,130,27,28,80,65,30,26,28,24,10,15,46,37,0,12,5,12,44,49,63,51,2,501.01,Suffolk County,Massachusetts
1500000US250250501013,1014,251,69,61,161,88,7,13,89,73,18,20,154,84,100,60,163,94,72,44,28,32,0,12,31,40,99,86,23,24,3,501.01,Suffolk County,Massachusetts
1500000US250250502001,950,278,78,62,59,41,21,29,52,49,42,41,115,86,108,65,97,65,47,57,139,99,0,12,26,40,104,72,62,58,1,502,Suffolk County,Massachusetts
1500000US250250502002,642,226,12,18,0,12,0,12,85,57,37,43,24,28,37,37,81,108,56,57,91,74,44,43,70,77,69,67,36,48,2,502,Suffolk County,Massachusetts
1500000US250250502003,647,273,42,51,75,68,0,12,103,123,64,69,19,33,15,24,113,67,73,57,7,11,0,12,14,22,100,86,22,39,3,502,Suffolk County,Massachusetts
1500000US250250502004,764,231,13,20,88,99,64,74,17,29,15,23,132,105,51,59,46,52,6,10,84,78,33,54,0,12,133,136,82,67,4,502,Suffolk County,Massachusetts
1500000US250250503001,370,106,10,16,56,68,0,12,0,12,18,26,85,46,7,11,21,18,13,14,61,35,0,12,0,12,29,24,70,52,1,503,Suffolk County,Massachusetts
1500000US250250503002,448,111,12,16,13,13,43,50,25,20,28,31,105,72,50,28,2,4,0,12,29,20,27,23,8,13,41,28,65,36,2,503,Suffolk County,Massachusetts
1500000US250250504001,376,143,0,12,8,15,32,31,0,12,31,23,94,57,35,31,24,26,4,8,32,24,7,11,23,33,49,49,37,32,1,504,Suffolk County,Massachusetts
1500000US250250504002,1257,234,31,41,100,69,44,38,86,40,110,88,141,54,115,42,100,58,85,54,170,68,42,38,48,50,123,64,62,87,2,504,Suffolk County,Massachusetts
1500000US250250505001,1258,162,82,47,84,52,28,30,34,24,40,30,170,57,164,69,155,59,125,47,164,75,41,33,32,33,80,43,59,36,1,505,Suffolk County,Massachusetts
1500000US250250506001,699,195,34,40,0,12,37,37,50,50,46,35,112,68,79,50,103,59,44,32,103,81,0,12,0,12,53,45,38,41,1,506,Suffolk County,Massachusetts
1500000US250250506002,1010,307,33,37,34,46,14,16,79,80,100,68,226,127,59,47,167,102,81,52,63,51,66,57,0,12,66,53,22,34,2,506,Suffolk County,Massachusetts
1500000US250250507001,1474,314,150,119,0,12,11,16,187,119,134,90,225,94,178,125,152,123,87,89,91,69,74,58,0,12,135,82,50,59,1,507,Suffolk County,Massachusetts
1500000US250250507002,868,256,116,86,16,21,0,12,57,53,50,49,122,94,120,71,72,47,9,14,71,77,0,12,8,14,147,69,80,54,2,507,Suffolk County,Massachusetts
1500000US250250507003,712,323,28,45,27,42,16,24,37,37,40,53,42,62,39,30,52,61,41,53,71,66,27,42,33,51,172,127,87,78,3,507,Suffolk County,Massachusetts
1500000US250250509011,958,373,86,86,77,69,0,12,94,84,32,47,108,74,24,27,32,36,113,77,118,129,58,73,28,31,116,91,72,80,1,509.01,Suffolk County,Massachusetts
1500000US250250509012,1124,236,119,115,77,74,0,12,119,74,55,51,198,90,38,39,116,64,21,24,78,66,111,78,18,18,125,109,49,41,2,509.01,Suffolk County,Massachusetts
1500000US250250509013,612,249,30,46,31,45,12,19,73,72,26,41,63,64,0,12,91,76,46,54,0,12,26,43,0,12,125,77,89,77,3,509.01,Suffolk County,Massachusetts
1500000US250250510001,1372,324,83,77,33,28,92,73,161,84,35,33,182,150,111,58,244,109,86,61,72,47,89,58,0,12,103,67,81,60,1,510,Suffolk County,Massachusetts
1500000US250250510002,449,177,52,54,0,12,24,38,48,45,11,19,30,30,73,49,88,70,22,28,16,21,15,23,0,12,15,27,55,43,2,510,Suffolk County,Massachusetts
1500000US250250510003,609,213,12,19,86,63,17,24,19,15,0,12,115,86,150,110,76,49,45,46,34,26,17,29,0,12,0,12,38,59,3,510,Suffolk County,Massachusetts
1500000US250250511011,1574,621,137,150,136,113,38,44,0,12,187,127,364,197,164,107,138,106,68,54,81,67,0,12,0,12,36,41,225,173,1,511.01,Suffolk County,Massachusetts
1500000US250250511012,833,341,18,35,117,119,50,65,14,22,78,75,76,78,53,42,253,192,102,69,0,12,0,12,19,30,19,30,34,38,2,511.01,Suffolk County,Massachusetts
1500000US250250511013,1175,432,57,91,165,121,55,51,36,60,170,110,106,118,72,72,133,106,52,84,92,90,128,108,0,12,15,24,94,83,3,511.01,Suffolk County,Massachusetts
1500000US250250511014,622,247,36,43,85,86,33,50,45,48,15,26,102,87,0,12,56,73,16,27,76,88,84,107,21,32,32,46,21,33,4,511.01,Suffolk County,Massachusetts
1500000US250250512001,133,83,0,12,0,12,0,12,0,12,0,12,35,35,37,29,24,46,9,14,9,15,19,29,0,12,0,12,0,12,1,512,Suffolk County,Massachusetts
1500000US250250512002,935,243,55,57,33,52,21,33,141,118,82,59,70,59,46,38,176,105,93,79,63,68,27,45,33,36,90,77,5,8,2,512,Suffolk County,Massachusetts
1500000US250250512003,601,160,8,12,0,12,0,12,34,30,32,26,139,87,20,27,160,80,79,65,50,39,16,19,18,29,45,43,0,12,3,512,Suffolk County,Massachusetts
1500000US250250601011,714,185,9,16,35,46,16,25,10,16,178,106,87,49,81,57,74,66,89,67,29,25,48,45,0,12,46,47,12,17,1,601.01,Suffolk County,Massachusetts
1500000US250250601012,430,126,0,12,0,12,9,13,38,35,74,59,82,56,72,56,98,54,28,25,8,13,0,12,0,12,12,19,9,14,2,601.01,Suffolk County,Massachusetts
1500000US250250601013,649,167,9,14,24,37,0,12,43,41,0,12,140,89,79,46,166,79,126,63,16,17,8,13,0,12,34,32,4,6,3,601.01,Suffolk County,Massachusetts
1500000US250250601014,569,120,40,40,0,12,9,14,17,19,63,41,64,45,61,41,98,68,110,58,77,80,0,12,0,12,0,12,30,34,4,601.01,Suffolk County,Massachusetts
1500000US250250602001,713,184,0,12,22,29,9,11,77,52,68,61,133,67,102,47,156,75,63,35,28,29,30,29,0,12,7,11,18,13,1,602,Suffolk County,Massachusetts
1500000US250250602002,1014,195,5,7,22,19,0,12,103,72,63,41,253,100,173,67,167,64,86,48,104,55,25,25,0,12,5,9,8,12,2,602,Suffolk County,Massachusetts
1500000US250250603011,844,184,0,12,15,22,34,39,82,51,55,52,129,69,94,50,171,91,156,83,62,48,10,16,28,35,0,12,8,13,1,603.01,Suffolk County,Massachusetts
1500000US250250603012,595,262,0,12,0,12,0,12,28,27,25,32,177,158,80,66,203,158,14,16,0,12,11,18,10,17,22,24,25,39,2,603.01,Suffolk County,Massachusetts
1500000US250250603013,1108,237,9,14,10,15,35,41,73,59,149,89,65,59,187,96,274,99,129,87,28,20,0,12,0,12,76,66,73,73,3,603.01,Suffolk County,Massachusetts
1500000US250250604001,1104,372,0,12,0,12,0,12,77,77,194,222,155,88,203,138,270,160,82,93,94,87,0,12,19,33,0,12,10,16,1,604,Suffolk County,Massachusetts
1500000US250250604002,893,230,0,12,54,70,39,46,28,44,36,39,196,82,73,50,294,138,0,12,137,132,0,12,0,12,0,12,36,40,2,604,Suffolk County,Massachusetts
1500000US250250604003,685,332,0,12,0,12,0,12,0,12,62,72,186,104,37,43,159,98,144,205,78,90,0,12,9,18,0,12,10,16,3,604,Suffolk County,Massachusetts
1500000US250250604004,635,175,0,12,0,12,18,29,0,12,43,54,143,82,90,63,179,96,68,63,39,49,0,12,0,12,55,53,0,12,4,604,Suffolk County,Massachusetts
1500000US250250604005,431,198,0,12,0,12,0,12,43,53,17,27,69,72,14,22,116,84,0,12,110,93,62,100,0,12,0,12,0,12,5,604,Suffolk County,Massachusetts
1500000US250250605011,742,226,0,12,0,12,0,12,18,30,50,45,109,87,207,126,135,99,125,117,75,92,0,12,0,12,23,36,0,12,1,605.01,Suffolk County,Massachusetts
1500000US250250605012,981,214,15,17,27,32,0,12,168,91,50,47,110,73,167,108,128,68,122,71,65,61,105,82,10,16,0,12,14,23,2,605.01,Suffolk County,Massachusetts
1500000US250250605013,518,176,12,22,10,16,37,46,27,33,19,32,128,77,43,44,59,49,157,87,19,23,0,12,0,12,0,12,7,10,3,605.01,Suffolk County,Massachusetts
1500000US250250605014,361,124,0,12,46,73,40,50,71,70,36,58,28,32,9,14,22,21,28,27,10,15,0,12,0,12,71,80,0,12,4,605.01,Suffolk County,Massachusetts
1500000US250250605015,398,140,0,12,0,12,0,12,45,36,51,59,70,66,111,97,19,23,23,35,0,12,31,34,9,13,28,29,11,17,5,605.01,Suffolk County,Massachusetts
1500000US250250606001,2749,293,12,18,39,35,9,15,81,49,164,75,491,144,641,193,582,144,278,101,169,90,71,47,0,12,71,48,141,79,1,606,Suffolk County,Massachusetts
1500000US250250607001,363,90,0,12,46,36,32,30,45,33,67,39,0,12,29,27,37,31,33,29,24,32,20,20,0,12,30,28,0,12,1,607,Suffolk County,Massachusetts
1500000US250250607002,360,93,0,12,28,30,0,12,37,35,29,24,6,9,8,11,52,35,44,31,48,34,11,17,5,8,62,50,30,35,2,607,Suffolk County,Massachusetts
1500000US250250608001,488,160,16,23,0,12,0,12,57,63,51,51,97,86,60,56,80,61,13,22,44,52,20,35,0,12,22,38,28,46,1,608,Suffolk County,Massachusetts
1500000US250250608002,697,230,0,12,0,12,0,12,112,111,115,76,89,98,125,84,33,37,58,65,94,96,0,12,0,12,71,86,0,12,2,608,Suffolk County,Massachusetts
1500000US250250608003,648,221,0,12,28,37,0,12,19,33,7,12,61,50,19,33,321,181,49,38,100,85,16,25,0,12,17,27,11,18,3,608,Suffolk County,Massachusetts
1500000US250250608004,1194,329,24,39,0,12,62,63,84,66,0,12,258,146,366,149,134,92,51,44,160,130,0,12,0,12,41,52,14,23,4,608,Suffolk County,Massachusetts
1500000US250250610001,945,222,0,12,10,17,0,12,69,51,71,56,93,60,136,76,264,112,95,57,83,46,0,12,10,16,62,54,52,50,1,610,Suffolk County,Massachusetts
1500000US250250610002,358,120,0,12,13,15,0,12,41,34,33,40,38,47,0,12,91,78,17,19,0,12,0,12,0,12,32,36,93,52,2,610,Suffolk County,Massachusetts
1500000US250250610003,115,83,15,29,8,12,0,12,4,6,11,17,0,12,14,22,16,18,3,7,33,34,7,16,0,12,4,9,0,12,3,610,Suffolk County,Massachusetts
1500000US250250611011,290,113,0,12,0,12,0,12,19,23,15,11,8,11,69,43,38,23,45,42,54,43,0,12,0,12,26,20,16,26,1,611.01,Suffolk County,Massachusetts
1500000US250250611012,419,83,7,11,0,12,12,10,7,10,16,15,23,17,59,35,94,54,14,21,66,40,35,33,5,7,66,42,15,15,2,611.01,Suffolk County,Massachusetts
1500000US250250612001,2239,283,54,48,0,12,0,12,111,74,145,105,194,106,346,171,561,192,229,110,245,119,67,56,49,51,61,39,177,83,1,612,Suffolk County,Massachusetts
1500000US250250612002,398,181,28,45,0,12,0,12,6,9,10,15,27,23,81,60,58,66,101,75,29,39,2,9,6,10,44,48,6,9,2,612,Suffolk County,Massachusetts
1500000US250250612003,727,273,0,12,0,12,0,12,71,69,57,51,124,83,202,110,102,81,94,61,6,10,14,20,0,12,27,30,30,28,3,612,Suffolk County,Massachusetts
1500000US250250701011,801,219,0,12,0,12,0,12,38,44,58,58,104,85,61,49,170,98,219,100,77,77,0,12,13,21,18,24,43,40,1,701.01,Suffolk County,Massachusetts
1500000US250250701012,306,170,47,72,0,12,0,12,44,47,85,99,20,32,17,29,21,31,0,12,32,63,0,12,0,12,26,42,14,22,2,701.01,Suffolk County,Massachusetts
1500000US250250701013,342,164,0,12,14,32,13,22,64,99,13,23,0,12,14,23,46,48,69,54,109,143,0,12,0,12,0,12,0,12,3,701.01,Suffolk County,Massachusetts
1500000US250250701014,684,154,23,32,0,12,12,23,50,62,18,28,91,61,89,64,108,92,81,52,106,78,6,12,10,21,49,48,41,25,4,701.01,Suffolk County,Massachusetts
1500000US250250701015,116,75,0,12,0,12,0,12,0,12,0,12,38,44,20,33,33,35,0,12,25,21,0,12,0,12,0,12,0,12,5,701.01,Suffolk County,Massachusetts
1500000US250250701016,363,137,0,12,0,12,0,12,0,12,0,12,27,43,31,51,135,110,42,41,104,79,0,12,8,13,16,25,0,12,6,701.01,Suffolk County,Massachusetts
1500000US250250701017,556,172,0,12,0,12,0,12,25,40,0,12,71,68,72,56,150,102,100,90,107,96,16,26,15,25,0,12,0,12,7,701.01,Suffolk County,Massachusetts
1500000US250250701018,278,118,0,12,0,12,0,12,36,41,0,12,58,51,68,56,60,34,13,22,25,30,14,27,0,12,0,12,4,21,8,701.01,Suffolk County,Massachusetts
1500000US250250702001,582,209,0,12,0,12,0,12,9,14,0,12,35,24,116,86,77,67,51,40,74,60,53,68,42,63,113,115,12,18,1,702,Suffolk County,Massachusetts
1500000US250250702002,359,120,0,12,0,12,0,12,11,17,0,12,26,24,30,31,34,27,26,17,62,58,100,89,26,41,31,26,13,21,2,702,Suffolk County,Massachusetts
1500000US250250702003,1245,252,23,37,17,21,21,19,14,27,35,47,75,58,154,74,94,71,152,104,174,96,56,46,80,77,171,77,179,80,3,702,Suffolk County,Massachusetts
1500000US250250703001,585,167,0,12,56,85,0,12,21,33,78,56,66,50,61,53,85,55,105,75,98,102,0,12,0,12,15,23,0,12,1,703,Suffolk County,Massachusetts
1500000US250250703002,672,205,0,12,0,12,10,16,0,12,17,27,67,62,116,117,160,88,143,92,94,107,29,34,19,31,0,12,17,28,2,703,Suffolk County,Massachusetts
1500000US250250703003,668,221,18,29,126,136,7,15,19,30,37,42,107,122,90,95,110,65,124,104,7,15,18,28,5,9,0,12,0,12,3,703,Suffolk County,Massachusetts
1500000US250250703004,1071,220,58,84,7,22,17,27,38,43,74,50,67,65,144,95,294,145,249,80,85,67,19,32,0,12,0,12,19,30,4,703,Suffolk County,Massachusetts
1500000US250250704021,1032,135,4,6,27,19,0,12,58,37,29,19,147,46,135,54,179,60,91,35,95,41,79,38,54,40,108,45,26,23,1,704.02,Suffolk County,Massachusetts
1500000US250250705001,1399,291,0,12,0,12,16,27,14,22,147,88,151,78,276,105,319,210,190,113,226,133,0,12,0,12,60,56,0,12,1,705,Suffolk County,Massachusetts
1500000US250250705002,195,143,0,12,0,12,0,12,16,27,32,42,21,33,10,19,66,90,30,38,13,21,0,12,0,12,7,14,0,12,2,705,Suffolk County,Massachusetts
1500000US250250705003,1267,233,12,28,0,12,0,12,43,51,121,76,352,247,153,99,244,144,198,84,19,30,0,12,31,48,25,41,69,109,3,705,Suffolk County,Massachusetts
1500000US250250705004,523,196,0,12,0,12,0,12,0,12,0,12,64,68,80,89,73,54,92,53,18,28,100,125,26,42,38,44,32,37,4,705,Suffolk County,Massachusetts
1500000US250250706001,643,173,0,12,0,12,0,12,32,31,13,21,84,50,134,53,147,78,136,107,52,35,45,48,0,12,0,12,0,12,1,706,Suffolk County,Massachusetts
1500000US250250706002,871,155,0,12,7,11,13,16,19,23,102,59,151,101,75,56,207,91,181,72,65,40,13,19,0,12,9,14,29,27,2,706,Suffolk County,Massachusetts
1500000US250250707001,686,179,0,12,0,12,0,12,0,12,0,12,111,69,68,47,183,84,110,70,51,45,9,14,0,12,102,63,52,47,1,707,Suffolk County,Massachusetts
1500000US250250707002,770,157,8,13,0,12,0,12,94,68,44,41,65,49,171,79,244,115,123,60,16,26,5,8,0,12,0,12,0,12,2,707,Suffolk County,Massachusetts
1500000US250250708001,1090,315,15,24,0,12,53,50,62,70,13,20,280,216,205,133,248,140,68,64,104,73,0,12,0,12,0,12,42,53,1,708,Suffolk County,Massachusetts
1500000US250250708002,665,255,0,12,0,12,0,12,22,29,65,82,78,80,70,46,196,112,69,51,123,176,30,48,0,12,0,12,12,20,2,708,Suffolk County,Massachusetts
1500000US250250708003,620,180,0,12,0,12,0,12,0,12,0,12,51,58,112,73,95,76,201,99,105,76,0,12,0,12,56,62,0,12,3,708,Suffolk County,Massachusetts
1500000US250250709001,1112,199,0,12,59,45,0,12,17,27,40,25,157,52,155,80,254,90,226,82,65,40,0,12,31,39,52,35,56,33,1,709,Suffolk County,Massachusetts
1500000US250250709002,491,165,21,28,0,12,7,11,56,58,13,24,70,62,39,32,161,106,61,60,16,19,20,22,0,12,17,20,10,17,2,709,Suffolk County,Massachusetts
1500000US250250711011,821,234,0,12,79,67,47,55,28,31,90,84,43,45,74,50,127,82,58,48,204,127,40,72,0,12,17,29,14,18,1,711.01,Suffolk County,Massachusetts
1500000US250250711012,790,266,7,17,0,12,13,23,14,25,21,27,191,116,166,102,138,66,102,67,34,35,62,88,0,12,8,17,34,35,2,711.01,Suffolk County,Massachusetts
1500000US250250711013,218,128,0,12,0,12,0,12,0,12,0,12,77,79,59,81,42,40,40,40,0,12,0,12,0,12,0,12,0,12,3,711.01,Suffolk County,Massachusetts
1500000US250250712011,1071,256,9,14,0,12,47,42,62,57,59,80,125,59,141,70,237,93,127,53,148,114,41,36,22,24,33,40,20,45,1,712.01,Suffolk County,Massachusetts
1500000US250250712012,449,147,0,12,0,12,10,15,14,21,8,13,28,32,110,101,82,53,28,25,37,44,0,12,23,36,19,22,90,85,2,712.01,Suffolk County,Massachusetts
1500000US250250801001,563,140,19,24,7,12,8,14,39,33,28,37,147,70,61,38,63,47,37,30,27,25,0,12,9,14,49,38,69,45,1,801,Suffolk County,Massachusetts
1500000US250250801002,259,116,0,12,0,12,0,12,21,28,0,12,12,18,36,32,53,47,34,32,26,27,0,12,0,12,4,6,73,54,2,801,Suffolk County,Massachusetts
1500000US250250803001,1001,205,25,24,63,60,31,24,52,43,31,37,212,156,87,64,186,129,72,55,44,40,2,10,7,19,93,63,96,84,1,803,Suffolk County,Massachusetts
1500000US250250804011,607,136,26,41,0,12,19,30,71,56,39,35,76,59,50,48,160,74,20,30,31,35,0,12,19,23,26,29,70,48,1,804.01,Suffolk County,Massachusetts
1500000US250250804012,516,148,0,12,12,19,33,30,89,62,6,9,48,52,62,52,54,48,11,16,51,40,47,57,0,12,55,39,48,50,2,804.01,Suffolk County,Massachusetts
1500000US250250805001,489,135,0,12,15,24,29,44,27,31,26,31,27,30,76,53,17,20,4,7,101,75,50,46,0,12,70,47,47,39,1,805,Suffolk County,Massachusetts
1500000US250250805002,720,170,45,36,40,38,27,32,52,48,42,38,38,43,13,20,106,66,21,22,106,73,11,17,39,49,74,49,106,71,2,805,Suffolk County,Massachusetts
1500000US250250806011,1117,239,53,47,24,26,0,12,13,20,48,31,13,16,116,48,160,85,70,43,140,91,84,53,24,29,255,129,117,61,1,806.01,Suffolk County,Massachusetts
1500000US250250806012,197,73,20,29,0,12,0,12,9,13,22,26,10,12,29,24,6,9,26,20,10,15,6,10,16,26,0,12,43,38,2,806.01,Suffolk County,Massachusetts
1500000US250250806013,111,59,0,12,0,12,0,12,0,12,8,10,22,27,42,41,27,26,0,12,0,12,0,12,0,12,0,12,12,13,3,806.01,Suffolk County,Massachusetts
1500000US250250808011,845,161,26,35,33,49,0,12,27,40,64,43,28,26,57,48,84,42,36,38,55,51,100,53,62,44,158,75,115,79,1,808.01,Suffolk County,Massachusetts
1500000US250250808012,795,160,16,19,21,23,19,24,102,88,20,31,75,58,95,57,89,52,41,40,61,59,85,50,0,12,85,67,86,79,2,808.01,Suffolk County,Massachusetts
1500000US250250809001,660,156,0,12,19,21,36,42,86,59,42,32,16,18,47,37,114,69,107,63,140,89,26,24,0,12,0,12,27,25,1,809,Suffolk County,Massachusetts
1500000US250250809002,923,331,44,68,40,57,6,10,63,53,34,38,126,77,13,10,211,136,46,50,153,85,0,12,1,4,92,83,94,68,2,809,Suffolk County,Massachusetts
1500000US250250809003,448,132,0,12,25,28,0,12,28,32,37,33,46,40,59,47,47,45,108,61,24,20,34,39,0,12,31,40,9,8,3,809,Suffolk County,Massachusetts
1500000US250250810011,265,149,0,12,0,12,19,23,65,89,36,49,58,64,0,12,13,21,14,23,15,25,14,22,0,12,31,42,0,12,1,810.01,Suffolk County,Massachusetts
1500000US250250810012,938,279,62,92,44,60,47,59,36,56,79,104,125,101,180,139,119,87,64,58,0,12,87,80,0,12,61,95,34,48,2,810.01,Suffolk County,Massachusetts
1500000US250250810013,367,137,6,23,5,9,5,9,23,29,40,63,44,35,53,47,46,46,16,18,46,47,0,12,31,51,33,39,19,19,3,810.01,Suffolk County,Massachusetts
1500000US250250810014,419,105,0,12,16,27,44,68,67,64,28,43,34,38,70,59,59,39,35,38,0,12,3,5,0,12,12,14,51,72,4,810.01,Suffolk County,Massachusetts
1500000US250250811001,483,128,0,12,0,12,0,12,7,15,53,50,70,50,93,64,85,71,23,23,28,28,38,44,0,12,46,55,40,43,1,811,Suffolk County,Massachusetts
1500000US250250811002,694,205,8,13,16,31,38,49,78,60,0,12,68,59,30,32,171,96,23,27,131,86,15,20,17,25,36,41,63,51,2,811,Suffolk County,Massachusetts
1500000US250250811003,634,127,0,12,7,12,21,24,51,54,47,35,48,39,64,43,105,64,60,60,123,79,35,37,9,10,25,25,39,31,3,811,Suffolk County,Massachusetts
1500000US250250812001,600,167,26,36,0,12,57,36,91,53,50,32,36,32,24,28,103,72,7,11,11,16,28,33,0,12,87,54,80,60,1,812,Suffolk County,Massachusetts
1500000US250250812002,751,178,0,12,19,23,0,12,62,46,71,39,67,40,23,26,121,67,200,116,75,71,26,25,0,12,68,55,19,19,2,812,Suffolk County,Massachusetts
1500000US250250813001,551,317,0,12,0,12,0,12,0,12,47,59,131,173,111,105,46,37,0,12,78,97,63,80,21,43,30,54,24,47,1,813,Suffolk County,Massachusetts
1500000US250250813002,763,342,20,31,0,12,0,12,32,46,10,17,119,117,76,93,183,156,21,34,63,98,0,12,0,12,233,127,6,13,2,813,Suffolk County,Massachusetts
1500000US250250813003,539,324,0,12,0,12,13,26,33,40,48,83,140,117,28,33,0,12,0,12,73,88,0,12,0,12,132,168,72,92,3,813,Suffolk County,Massachusetts
1500000US250250814001,511,134,0,12,7,11,0,12,52,53,56,46,51,65,60,50,59,53,13,15,56,46,55,54,6,11,58,56,38,46,1,814,Suffolk County,Massachusetts
1500000US250250814002,386,171,0,12,0,12,0,12,0,12,19,22,9,14,4,6,101,76,77,61,60,59,0,12,10,16,70,78,36,47,2,814,Suffolk County,Massachusetts
1500000US250250814003,786,201,41,36,0,12,0,12,76,49,5,8,61,38,181,77,145,101,55,43,115,64,38,35,14,16,18,16,37,30,3,814,Suffolk County,Massachusetts
1500000US250250815001,551,194,0,12,0,12,6,9,9,14,27,20,130,103,41,30,65,37,29,25,64,49,25,29,0,12,82,46,73,69,1,815,Suffolk County,Massachusetts
1500000US250250815002,557,128,0,12,25,29,9,14,19,23,28,27,112,54,56,38,67,40,25,29,65,69,6,9,23,29,75,54,47,41,2,815,Suffolk County,Massachusetts
1500000US250250817001,181,81,0,12,0,12,0,12,12,21,0,12,54,45,19,25,21,26,0,12,0,12,5,9,21,28,31,36,18,22,1,817,Suffolk County,Massachusetts
1500000US250250817002,290,126,0,12,15,23,0,12,29,38,44,60,26,36,70,65,7,12,0,12,45,51,0,12,10,15,44,51,0,12,2,817,Suffolk County,Massachusetts
1500000US250250817003,311,131,13,19,0,12,0,12,8,13,59,47,27,40,44,45,92,68,24,23,11,17,0,12,0,12,9,13,24,40,3,817,Suffolk County,Massachusetts
1500000US250250817004,344,184,12,19,0,12,24,31,0,12,0,12,36,33,18,31,10,16,29,32,51,50,0,12,0,12,100,91,64,52,4,817,Suffolk County,Massachusetts
1500000US250250817005,445,174,0,12,19,31,12,23,23,36,57,43,25,29,61,57,69,59,38,60,51,52,0,12,17,22,52,59,21,24,5,817,Suffolk County,Massachusetts
1500000US250250818001,377,215,0,12,10,16,8,13,0,12,27,40,116,97,40,47,29,46,41,55,11,12,0,12,0,12,55,53,40,44,1,818,Suffolk County,Massachusetts
1500000US250250818002,615,199,0,12,38,54,0,12,109,86,104,70,21,33,44,54,96,91,0,12,90,70,0,12,0,12,22,34,91,76,2,818,Suffolk County,Massachusetts
1500000US250250818003,371,188,0,12,11,17,0,12,14,22,7,12,111,93,6,14,92,98,44,49,0,12,0,12,0,12,71,73,15,25,3,818,Suffolk County,Massachusetts
1500000US250250819001,619,258,18,29,6,11,0,12,48,57,34,46,157,84,21,34,108,82,55,54,64,69,0,12,0,12,47,41,61,47,1,819,Suffolk County,Massachusetts
1500000US250250819002,244,123,0,12,0,12,38,42,0,12,20,32,65,48,0,12,66,58,26,32,0,12,19,33,10,17,0,12,0,12,2,819,Suffolk County,Massachusetts
1500000US250250819003,293,206,0,12,49,70,3,6,9,17,8,13,0,12,43,59,42,52,0,12,18,20,0,12,0,12,0,12,121,103,3,819,Suffolk County,Massachusetts
1500000US250250819004,375,166,0,12,25,38,0,12,0,12,3,8,129,119,51,56,0,12,4,11,27,35,0,12,0,12,62,55,74,55,4,819,Suffolk County,Massachusetts
1500000US250250820001,696,197,0,12,31,45,50,54,0,12,0,12,171,110,25,31,185,95,0,12,21,27,117,105,46,76,43,52,7,14,1,820,Suffolk County,Massachusetts
1500000US250250820002,251,122,0,12,65,76,0,12,0,12,0,12,64,53,45,51,0,12,11,17,0,12,12,20,0,12,15,24,39,40,2,820,Suffolk County,Massachusetts
1500000US250250820003,552,227,0,12,0,12,0,12,57,54,0,12,31,35,108,90,71,62,73,44,64,61,56,46,0,12,18,26,74,62,3,820,Suffolk County,Massachusetts
1500000US250250821001,331,185,14,23,53,82,55,87,0,12,62,77,0,12,46,70,13,21,0,12,0,12,69,84,0,12,19,32,0,12,1,821,Suffolk County,Massachusetts
1500000US250250821002,918,297,0,12,0,12,25,39,35,54,47,75,167,187,102,103,221,130,55,65,29,48,33,51,0,12,176,158,28,47,2,821,Suffolk County,Massachusetts
